14303,뱃놀이-하다,동사,배를 타고 놀다.,"비슷한말 선유-하다(船遊하다), 주유-하다(舟遊하다)"
14332,뱃멀미-하다,동사,배를 탔을 때 어지럽고 메스꺼워 구역질이 나다.,
14376,뱃일-하다,동사,배에서 일을 하다.,
14384,뱃장사-하다,동사,물건을 배에 싣고 다니면서 팔다.,
14411,뱅그레-하다,동사,입을 살며시 벌릴 듯하면서 소리 없이 보드랍게 웃다.,
14416,뱅그르르-하다,동사,몸이나 물건 따위가 좁게 한 바퀴 돌다.,
14420,뱅글-거리다,동사,입을 살며시 벌릴 듯하면서 소리 없이 보드랍게 자꾸 웃다.,"비슷한말 뱅글-대다, 뱅글뱅글-하다"
14421,뱅글-대다,동사,입을 살며시 벌릴 듯하면서 소리 없이 보드랍게 자꾸 웃다.,비슷한말 뱅글-거리다
14424,뱅글뱅글-하다,동사,입을 살며시 벌릴 듯하면서 자꾸 소리 없이 보드랍게 웃다.,비슷한말 뱅글-거리다
14426,뱅긋-거리다,동사,입을 살짝 벌릴 듯하면서 소리 없이 가볍게 자꾸 웃다.,"비슷한말 뱅긋-대다, 뱅긋뱅긋-하다"
14427,뱅긋-대다,동사,입을 살짝 벌릴 듯하면서 소리 없이 가볍게 자꾸 웃다.,비슷한말 뱅긋-거리다
14429,뱅긋뱅긋-하다,동사,입을 살짝 벌릴 듯하면서 소리 없이 자꾸 가볍게 웃다.,비슷한말 뱅긋-거리다
14431,뱅긋-하다,동사,입을 살짝 벌릴 듯하면서 소리 없이 가볍게 한 번 웃다.,
14452,뱅뱅-거리다,동사,일정한 좁은 범위를 자꾸 돌다.,비슷한말 뱅뱅-대다
14455,뱅뱅-대다,동사,일정한 좁은 범위를 자꾸 돌다.,비슷한말 뱅뱅-거리다
14466,뱅뱅-하다,동사,일정한 좁은 범위를 계속 돌다.,
14479,뱅시레-하다,동사,살며시 입을 벌리는 듯하면서 소리 없이 아름다운 태도로 가볍고 보드랍게 웃다.,
14481,뱅실-거리다,동사,살며시 입을 벌릴 듯하면서 소리 없이 보드랍고 온화하게 자꾸 웃다.,"비슷한말 뱅실-대다, 뱅실뱅실-하다"
14482,뱅실-대다,동사,살며시 입을 벌릴 듯하면서 소리 없이 보드랍고 온화하게 자꾸 웃다.,비슷한말 뱅실-거리다
14484,뱅실뱅실-하다,동사,살며시 입을 벌릴 듯하면서 소리 없이 보드랍고 온화하게 잇따라 웃다.,비슷한말 뱅실-거리다
14486,뱅싯-거리다,동사,입을 살며시 벌릴 듯하면서 소리 없이 가볍고 온화하게 자꾸 웃다.,"비슷한말 뱅싯-대다, 뱅싯뱅싯-하다"
14487,뱅싯-대다,동사,입을 살며시 벌릴 듯하면서 소리 없이 가볍고 온화하게 자꾸 웃다.,비슷한말 뱅싯-거리다
14489,뱅싯뱅싯-하다,동사,입을 살며시 벌릴 듯하면서 소리 없이 가볍고 온화하게 잇따라 웃다.,비슷한말 뱅싯-거리다
14491,뱅싯-하다,동사,입을 살며시 벌릴 듯하면서 소리 없이 가볍고 온화하게 한 번 웃다.,
14581,뱉다,동사,입 속에 있는 것을 입 밖으로 내보내다.,
14586,뱌비다,동사,두 물체를 맞대어 가볍게 문지르다.,참고 어휘 비비다
14590,뱌비-대다,동사,두 물체를 맞대어 잇따라 가볍게 마구 문지르다.,참고 어휘 비비-대다
14592,뱌비작-거리다,동사,두 물체를 맞대어 잇따라 가볍게 문지르다.,"준말 뱌빚-거리다
비슷한말 뱌비작-대다, 뱌비작뱌비작-하다
참고 어휘 비비적-거리다"
14597,뱌비작-대다,동사,두 물체를 맞대어 잇따라 가볍게 문지르다.,"준말 뱌빚-대다
비슷한말 뱌비작-거리다, 뱌비작뱌비작-하다
참고 어휘 비비적-대다"
14607,뱌비작뱌비작-하다,동사,두 물체를 맞대어 가볍게 잇따라 문지르다.,"준말 뱌빚뱌빚-하다
비슷한말 뱌비작-거리다, 뱌비작-대다
참고 어휘 비비적비비적-하다"
14612,뱌비-치다,동사,두 개의 물건을 맞대고 마구 문지르다.,
14638,뱌슬-거리다,동사,착 덤벼들지 않고 자꾸 슬슬 피하다.,"비슷한말 뱌슬-대다, 뱌슬뱌슬-하다"
14639,뱌슬-대다,동사,착 덤벼들지 않고 자꾸 슬슬 피하다.,비슷한말 뱌슬-거리다
14641,뱌슬뱌슬-하다,동사,착 덤벼들지 않고 계속 슬슬 피하다.,비슷한말 뱌슬-거리다
14672,뱐죽-거리다,동사,반반하게 생긴 사람이 이죽이죽하면서 느물거리다.,"비슷한말 뱐죽-대다, 뱐죽뱐죽-하다
참고 어휘 번죽-거리다, 뺜죽-거리다"
14673,뱐죽-대다,동사,반반하게 생긴 사람이 이죽이죽하면서 느물거리다.,비슷한말 뱐죽-거리다
14675,뱐죽뱐죽-하다,동사,반반하게 생긴 사람이 자꾸 이죽이죽하면서 느물거리다.,비슷한말 뱐죽-거리다
14692,뱝-뛰다,동사,깡충깡충 뛰다.,
14712,버거덕-거리다,동사,크고 단단한 물건이 맞닿아 문질리다가 그칠 때 나는 소리가 잇따라 나다. 또는 그런 소리를 잇따라 내다.,"비슷한말 버거덕-대다, 버거덕버거덕-하다"
14713,버거덕-대다,동사,크고 단단한 물건이 맞닿아 문질리다가 그칠 때 나는 소리가 잇따라 나다. 또는 그런 소리를 잇따라 내다.,비슷한말 버거덕-거리다
14715,버거덕버거덕-하다,동사,크고 단단한 물건이 자꾸 맞닿아 문질리다가 그치는 소리가 나다. 또는 그런 소리를 내다.,비슷한말 버거덕-거리다
14716,버거덕-하다,동사,크고 단단한 물건이 맞닿아 문질리다가 그치는 소리가 나다. 또는 그런 소리를 내다.,
14726,버걱-거리다,동사,크고 단단한 물건이나 질기고 뻣뻣한 물건이 맞닿을 때 나는 소리가 자꾸 나다. 또는 그런 소리를 자꾸 내다.,"비슷한말 버걱-대다, 버걱버걱-하다"
14727,버걱-대다,동사,크고 단단한 물건이나 질기고 뻣뻣한 물건이 맞닿을 때 나는 소리가 자꾸 나다. 또는 그런 소리를 자꾸 내다.,비슷한말 버걱-거리다
14729,버걱버걱-하다,동사,크고 단단한 물건이나 질기고 뻣뻣한 물건이 자꾸 맞닿는 소리가 나다. 또는 그런 소리를 내다.,비슷한말 버걱-거리다
14730,버걱-하다,동사,크고 단단한 물건이나 질기고 뻣뻣한 물건이 맞닿는 소리가 나다. 또는 그런 소리를 내다.,
14769,버그러-뜨리다,동사,짜임새가 물러나서 틈이 어긋나게 벌어지게 하다.,"비슷한말 버그러-트리다
참고 어휘 바그라-뜨리다, 뻐그러-뜨리다"
14772,버그러-지다,동사,짜임새가 물러나서 틈이 어긋나게 벌어지다.,"참고 어휘 바그라-지다, 뻐그러-지다"
14775,버그러-트리다,동사,짜임새가 물러나서 틈이 어긋나게 벌어지게 하다.,"비슷한말 버그러-뜨리다
참고 어휘 바그라-트리다, 뻐그러-트리다"
14781,버그르르-하다,동사,많은 양의 액체가 좀 넓게 퍼지면서 야단스럽게 끓어오르다. 또는 그런 소리가 나다.,
14796,버근-거리다,동사,물건의 사개가 버그러져 흔들거리다.,"비슷한말 버근-대다, 버근버근-하다
참고 어휘 비근-거리다"
14797,버근-대다,동사,물건의 사개가 버그러져 흔들거리다.,비슷한말 버근-거리다
14799,버근버근-하다,동사,물건의 사개가 버그러져 자꾸 흔들거리다.,비슷한말 버근-거리다
14803,버글-거리다,동사,많은 양의 액체가 넓게 퍼지며 야단스럽게 자꾸 끓거나 솟아오르다.,"비슷한말 버글-대다, 버글버글-하다"
14807,버글-대다,동사,많은 양의 액체가 넓게 퍼지며 야단스럽게 자꾸 끓거나 솟아오르다.,
14817,버글버글-하다,동사,많은 양의 액체가 자꾸 넓게 퍼지며 끓거나 솟아오르다.,
14827,버금-가다,동사,으뜸의 바로 아래가 되다.,
14854,버금-하다,동사,으뜸의 바로 아래가 되다.,비슷한말 버금-가다
14867,버기적-거리다,동사,팔다리를 어색하고 느리게 자꾸 움직이다.,
14883,버꾸놀음-하다,동사,농부들이 버꾸를 치면서 풍물놀이를 하다.,"비슷한말 버꾸놀이-하다, 법고놀음-하다(法鼓놀음하다), 법고놀이-하다(法鼓놀이하다)"
14885,버꾸놀이-하다,동사,농부들이 버꾸를 치면서 풍물놀이를 하다.,"비슷한말 버꾸놀음-하다, 법고놀음-하다(法鼓놀음하다), 법고놀이-하다(法鼓놀이하다)"
14990,버둥-거리다,동사,덩치가 큰 것이 매달리거나 자빠지거나 주저앉아서 팔다리를 내저으며 자꾸 움직이다.,
14992,버둥-대다,동사,덩치가 큰 것이 매달리거나 자빠지거나 주저앉아서 팔다리를 내저으며 자꾸 움직이다.,
14996,버둥버둥-하다,동사,덩치가 큰 것이 매달리거나 자빠지거나 주저앉아서 자꾸 팔다리를 내저으며 움직이다.,
15000,버둥질-하다,동사,(낮잡는 뜻으로) 주저앉거나 누워서 두 다리를 번갈아 내뻗었다 오므렸다 하면서 몸부림을 하다.,비슷한말 발버둥질-하다
15040,버드러-지다,동사,끝이 밖으로 벌어져 나오다.,참고 어휘 뻐드러-지다
15099,버들-거리다,동사,자꾸 몸이 크게 바르르 떨리다. 또는 자꾸 몸을 크게 바르르 떨다.,"비슷한말 버들-대다, 버들버들-하다
참고 어휘 바들-거리다, 퍼들-거리다"
15128,버들-대다,동사,자꾸 몸이 크게 바르르 떨리다. 또는 자꾸 몸을 크게 바르르 떨다.,비슷한말 버들-거리다
15147,버들버들-하다,동사,몸이 자꾸 크게 버르르 떨리다. 또는 몸을 자꾸 크게 버르르 떨다.,비슷한말 버들-거리다
15280,버럭버럭-하다,동사,성이 나서 잇따라 기를 쓰거나 소리를 냅다 지르다.,
15321,버려-두다,동사,잘 간수하지 아니하고 아무렇게나 그냥 놓아두다.,
15323,버려-지다,동사,가지거나 지니고 있을 필요가 없는 물건이 내던져지거나 쏟아지다.,
15365,버르르-하다,동사,많은 양의 액체가 거볍게 끓어오르다. 또는 그런 소리가 나다.,
15385,버르적-거리다,동사,고통스러운 일이나 어려운 고비에서 벗어나려고 팔다리를 내저으며 큰 몸을 자꾸 움직이다.,"준말 버릊-거리다
비슷한말 버르적-대다, 버르적버르적-하다
참고 어휘 바르작-거리다, 뻐르적-거리다"
15386,버르적-대다,동사,고통스러운 일이나 어려운 고비에서 벗어나려고 팔다리를 내저으며 큰 몸을 자꾸 움직이다.,"준말 버릊-대다
비슷한말 버르적-거리다, 버르적버르적-하다
참고 어휘 바르작-대다, 뻐르적-대다"
15388,버르적버르적-하다,동사,고통스러운 일이나 어려운 고비를 벗어나려고 팔다리를 내저으며 자꾸 큰 몸을 움직이다.,"준말 버릊버릊-하다
비슷한말 버르적-거리다, 버르적-대다
참고 어휘 바르작바르작-하다, 뻐르적뻐르적-하다"
15396,버르-집다,동사,파서 헤치거나 크게 벌려 놓다.,참고 어휘 바르-집다
15430,버릇-되다,동사,버릇으로 굳어지다.,
15448,버릊다,동사,파서 헤집어 놓다.,
15474,버리다,동사,가지거나 지니고 있을 필요가 없는 물건을 내던지거나 쏟거나 하다.,
15528,버림뜨기-하다,동사,"뜨개질에서, 나중에 풀어 버리게 될 부분을 뜨다.",
15531,버림-받다,동사,일방적으로 관계가 끊기어 배척당하다.,
15574,버무려-지다,동사,여러 가지가 한데 뒤섞이다.,
15580,버무리다,동사,여러 가지를 한데에 뒤섞다.,
15585,버물다,동사,못된 일이나 범죄에 관계하다.,
15652,버벅-거리다,동사,행동이나 말 따위를 자연스럽게 하지 못하고 자꾸 틀리거나 머뭇거리다.,비슷한말 버벅-대다
15653,버벅-대다,동사,행동이나 말 따위를 자연스럽게 하지 못하고 자꾸 틀리거나 머뭇대다.,비슷한말 버벅-거리다
15732,버서석-거리다,동사,‘버석거리다’의 본말.,"준말 버석-거리다
비슷한말 버서석-대다, 버서석버서석-하다
참고 어휘 바사삭-거리다, 뻐서석-거리다, 퍼서석-거리다"
15734,버서석-대다,동사,‘버석대다’의 본말.,"준말 버석-대다
비슷한말 버서석-거리다, 버서석버서석-하다
참고 어휘 바사삭-대다, 뻐서석-대다, 퍼서석-대다"
15738,버서석버서석-하다,동사,‘버석버석하다’의 본말.,"준말 버석버석-하다
비슷한말 버서석-거리다, 버서석-대다
참고 어휘 바사삭바사삭-하다, 뻐서석뻐서석-하다, 퍼서석퍼서석-하다"
15741,버서석-하다,동사,‘버석하다’의 본말.,"준말 버석-하다
참고 어휘 바사삭-하다, 뻐서석-하다, 퍼서석-하다"
15750,버석-거리다,동사,가랑잎이나 마른 검불 따위의 잘 마른 물건을 밟는 소리가 잇따라 나다. 또는 그런 소리를 잇따라 내다.,"본말 버서석-거리다
비슷한말 버석-대다, 버석버석-하다
참고 어휘 바삭-거리다, 뻐석-거리다, 퍼석-거리다"
15752,버석-대다,동사,가랑잎이나 마른 검불 따위의 잘 마른 물건을 밟는 소리가 잇따라 나다. 또는 그런 소리를 잇따라 내다.,"본말 버서석-대다
비슷한말 버석-거리다, 버석버석-하다
참고 어휘 바삭-대다, 버썩-대다, 뻐석-대다, 퍼석-대다"
15756,버석버석-하다,동사,가랑잎이나 마른 검불 따위의 잘 마른 물건을 잇따라 밟는 소리가 나다. 또는 그런 소리를 내다.,"본말 버서석버서석-하다
비슷한말 버석-거리다, 버석-대다
참고 어휘 바삭바삭-하다, 버썩버썩-하다, 뻐석뻐석-하다, 퍼석퍼석-하다"
15759,버석-하다,동사,가랑잎이나 마른 검불 따위의 잘 마른 물건을 밟는 소리가 나다. 또는 그런 소리를 내다.,"본말 버서석-하다
참고 어휘 바삭-하다, 버썩-하다, 뻐석-하다, 퍼석-하다"
15902,버스러-지다,동사,뭉그러져 잘게 조각이 나서 흩어지다.,
15907,버스럭-거리다,동사,"마른 잎이나 검불, 종이 따위를 밟거나 뒤적이는 소리가 자꾸 나다. 또는 그런 소리를 자꾸 내다.","비슷한말 버스럭-대다, 버스럭버스럭-하다"
15908,버스럭-대다,동사,"마른 잎이나 검불, 종이 따위를 밟거나 뒤적이는 소리가 자꾸 나다. 또는 그런 소리를 자꾸 내다.",비슷한말 버스럭-거리다
15910,버스럭버스럭-하다,동사,"마른 잎이나 검불, 종이 따위를 자꾸 밟거나 뒤적이는 소리가 나다. 또는 그런 소리를 내다.",비슷한말 버스럭-거리다
15911,버스럭-하다,동사,"마른 잎이나 검불, 종이 따위를 밟거나 뒤적이는 소리가 나다. 또는 그런 소리를 내다.",
16203,버적-거리다,동사,물기가 아주 적은 물건을 씹거나 빻는 소리가 잇따라 나다. 또는 그런 소리를 잇따라 내다.,"비슷한말 버적-대다, 버적버적-하다
참고 어휘 바작-거리다, 뻐적-거리다"
16206,버적-대다,동사,물기가 아주 적은 물건을 씹거나 빻는 소리가 잇따라 나다. 또는 그런 소리를 잇따라 내다.,비슷한말 버적-거리다
16214,버적버적-하다,동사,물기가 아주 적은 물건을 잇따라 씹거나 빻는 소리가 나다. 또는 그런 소리를 내다.,비슷한말 버적-거리다
16240,버정-거리다,동사,부질없이 짧은 거리를 자꾸 오락가락 거닐다.,"비슷한말 버정-대다
참고 어휘 바장-거리다"
16241,버정-대다,동사,부질없이 짧은 거리를 자꾸 오락가락 거닐다.,비슷한말 버정-거리다
16242,버정-이다,동사,부질없이 짧은 거리를 오락가락 거닐다.,
16295,버지다,동사,칼이나 날카로운 물건에 베이거나 조금 긁히다.,
16597,버티다,동사,어려운 일이나 외부의 압력을 참고 견디다.,비슷한말 배기다
16761,벅벅-거리다,동사,여무지게 긁거나 문대는 소리를 자꾸 내다.,비슷한말 벅벅-대다
16764,벅벅-대다,동사,여무지게 긁거나 문대는 소리를 자꾸 내다.,비슷한말 벅벅-거리다
16790,벅신-거리다,동사,사람이나 동물이 제법 넓은 곳에 많이 모여 활발하게 움직이다.,"비슷한말 벅신-대다, 벅신벅신-하다
참고 어휘 박신-거리다"
16791,벅신-대다,동사,사람이나 동물이 제법 넓은 곳에 많이 모여 활발하게 움직이다.,비슷한말 벅신-거리다
16793,벅신벅신-하다,동사,사람이나 동물이 제법 넓은 곳에 많이 모여 활발히 움직이다.,비슷한말 벅신-거리다
16812,벅적-거리다,동사,많은 사람이 넓은 곳에 모여 매우 어수선하게 자꾸 움직이다.,"비슷한말 벅적-대다, 벅적벅적-하다"
16814,벅적-대다,동사,많은 사람이 넓은 곳에 모여 매우 어수선하게 자꾸 움직이다.,비슷한말 벅적-거리다
16818,벅적벅적-하다,동사,많은 사람이 넓은 곳에 모여 매우 어수선하게 잇따라 움직이다.,비슷한말 벅적-거리다
16821,벅적-이다,동사,많은 사람이 넓은 곳에 모여 매우 어수선하게 움직이다.,
16824,벅적-하다,동사,많은 사람이 매우 어수선하게 큰 소리로 떠들거나 움직이다.,
16833,벅차-오르다,동사,큰 감격이나 기쁨으로 가슴이 몹시 뿌듯하여 오다.,
17065,번둥-거리다,동사,아무 일도 하지 않고 뻔뻔스럽게 놀기만 하다.,"비슷한말 번둥-대다, 번둥번둥-하다
참고 어휘 반둥-거리다, 뻔둥-거리다, 펀둥-거리다"
17066,번둥-대다,동사,아무 일도 하지 않고 뻔뻔스럽게 놀기만 하다.,비슷한말 번둥-거리다
17068,번둥번둥-하다,동사,아무 일도 하지 않고 자꾸 뻔뻔스럽게 놀기만 하다.,비슷한말 번둥-거리다
17085,번드-치다,동사,물건을 한 번에 뒤집다.,
17088,번득-거리다,동사,물체 따위에 반사된 큰 빛이 잠깐씩 자꾸 나타나다. 또는 그렇게 되게 하다.,"비슷한말 번득-대다, 번득번득-하다"
17089,번득-대다,동사,물체 따위에 반사된 큰 빛이 잠깐씩 자꾸 나타나다. 또는 그렇게 되게 하다.,비슷한말 번득-거리다
17093,번득번득-하다,동사,물체 따위에 반사된 큰 빛이 자꾸 잠깐씩 나타나다. 또는 그렇게 되게 하다.,비슷한말 번득-거리다
17095,번득-이다,동사,물체 따위에 반사된 큰 빛이 잠깐씩 나타나다. 또는 그렇게 되게 하다.,
17097,번득-하다,동사,물체 따위에 반사된 큰 빛이 잠깐 나타나다. 또는 그렇게 되게 하다.,
17109,번들-거리다,동사,거죽이 아주 미끄럽고 윤이 나다.,"비슷한말 번들-대다, 번들번들-하다
참고 어휘 반들-거리다, 뻔들-거리다"
17114,번들-대다,동사,거죽이 아주 미끄럽고 윤이 나다.,"비슷한말 번들-거리다, 번들번들-하다
참고 어휘 반들-대다, 뻔들-대다"
17125,번들번들-하다,동사,별로 하는 일 없이 게으름을 피우며 뻔뻔스럽고 얄밉게 놀기만 하다.,비슷한말 번들-거리다
17185,번뜩-거리다,동사,생각 따위가 갑자기 잇따라 머릿속에 떠오르다.,"비슷한말 번뜩-대다, 번뜩번뜩-하다"
17187,번뜩-대다,동사,생각 따위가 갑자기 잇따라 머릿속에 떠오르다.,비슷한말 번뜩-거리다
17191,번뜩번뜩-하다,동사,생각 따위가 머릿속에 갑자기 잇따라 떠오르다.,비슷한말 번뜩-거리다
17193,번뜩-이다,동사,생각 따위가 갑자기 머릿속에 떠오르다.,
17195,번뜩-하다,동사,생각 따위가 머릿속에 갑자기 떠오르다.,
17200,번뜻-거리다,동사,빛이 계속 갑자기 나타났다가 사라졌다가 하다.,"비슷한말 번뜻-대다, 번뜻번뜻-하다"
17202,번뜻-대다,동사,빛이 계속 갑자기 나타났다가 사라졌다가 하다.,비슷한말 번뜻-거리다
17207,번뜻번뜻-하다,동사,빛이 잇따라 갑자기 나타났다 없어졌다 하다.,비슷한말 번뜻-거리다
17690,번죽-거리다,동사,번번하게 생긴 사람이 매우 얄밉게 이죽이죽하면서 느물거리다.,"비슷한말 번죽-대다, 번죽번죽-하다
참고 어휘 뱐죽-거리다, 뻔죽-거리다"
17691,번죽-대다,동사,번번하게 생긴 사람이 매우 얄밉게 이죽이죽하면서 느물거리다.,비슷한말 번죽-거리다
17693,번죽번죽-하다,동사,번번하게 생긴 사람이 자꾸 매우 얄밉게 이죽이죽하면서 느물거리다.,비슷한말 번죽-거리다
17710,번지다,동사,액체가 묻어서 차차 넓게 젖어 퍼지다.,
17776,번지질-하다,동사,번지로 논밭의 흙을 고르다.,
17792,번질-거리다,동사,거죽이 매우 미끄럽게 윤기가 흐르다.,"비슷한말 번질-대다, 번질번질-하다
참고 어휘 반질-거리다, 뻔질-거리다"
17795,번질-대다,동사,거죽이 매우 미끄럽게 윤기가 흐르다.,"비슷한말 번질-거리다, 번질번질-하다
참고 어휘 반질-대다, 뻔질-대다"
17800,번질번질-하다,동사,몹시 게으름을 피우며 맡은 일을 제대로 하지 아니하다.,"비슷한말 번질-거리다, 번질-대다
참고 어휘 반질반질-하다, 뻔질뻔질-하다"
17824,번쩍-거리다,동사,큰 빛이 잇따라 잠깐 나타났다가 사라지다. 또는 그렇게 되게 하다.,"비슷한말 번쩍-대다, 번쩍번쩍-하다
참고 어휘 반짝-거리다, 뻔쩍-거리다"
17825,번쩍-대다,동사,큰 빛이 잇따라 잠깐 나타났다가 사라지다. 또는 그렇게 되게 하다.,"비슷한말 번쩍-거리다, 번쩍번쩍-하다"
17835,번쩍번쩍-하다,동사,큰 빛이 잇따라 잠깐씩 나타났다가 사라지다. 또는 그렇게 되게 하다.,"비슷한말 번쩍-거리다, 번쩍-대다
참고 어휘 반짝반짝-하다, 뻔쩍뻔쩍-하다"
17841,번쩍-이다,동사,큰 빛이 잠깐 나타났다가 사라지다. 또는 그렇게 되게 하다.,
17848,번쩍-하다,동사,정신이 갑자기 아주 맑아지다.,
18016,벋-가다,동사,옳은 길에서 벗어나게 행동하다.,참고 어휘 뻗-가다
18018,벋-나가다,동사,끝이 밖으로 벌어져 나가다.,
18021,벋-나다,동사,못된 길로 나가다.,
18023,벋-놀다,동사,따로 벗어나서 행동하다.,
18024,벋-놓다,동사,"다잡아 기르거나 가르치지 아니하고, 제멋대로 올바른 길에서 벗어나게 내버려 두다.",
18029,벋다,동사,"가지나 덩굴, 뿌리 따위가 길게 자라나다. 또는 그렇게 하다.",참고 어휘 뻗다
18036,벋-대다,동사,쉬이 따르지 않고 고집스럽게 버티다.,"비슷한말 벋-서다, 벋장-대다
참고 어휘 뻗-대다"
18039,벋-디디다,동사,발에 힘을 주고 버티어 디디다.,"준말 벋-딛다
참고 어휘 뻗-디디다"
18056,벋-서다,동사,버티어 맞서서 겨루다.,"비슷한말 벋-대다
참고 어휘 뻗-서다"
18063,벋장-대다,동사,쉬이 따르지 않고 고집스럽게 버티다.,비슷한말 벋-대다
18067,벋-지르다,동사,버티고 서다.,참고 어휘 뻗-지르다
18070,벋쳐-오르다,동사,물줄기나 불줄기 따위가 벋쳐 위로 오르다.,
18071,벋-치다,동사,‘벋다’를 강조하여 이르는 말.,
18127,벌거-벗다,동사,아주 알몸이 되도록 입은 옷을 모두 벗다.,"참고 어휘 발가-벗다, 뻘거-벗다"
18189,벌게-지다,동사,벌겋게 되다.,"참고 어휘 발개-지다, 뻘게-지다"
18263,벌기다,동사,속에 있는 것이 드러나도록 헤쳐 벌리다.,참고 어휘 발기다
18295,벌꺽-거리다,동사,빚어 놓은 술이 부걱부걱 괴어오르는 소리가 자꾸 나다.,"비슷한말 벌꺽-대다, 벌꺽벌꺽-하다
참고 어휘 발깍-거리다, 벌컥-거리다, 뻘꺽-거리다"
18299,벌꺽-대다,동사,빚어 놓은 술이 부걱부걱 괴어오르는 소리가 자꾸 나다.,비슷한말 벌꺽-거리다
18311,벌꺽벌꺽-하다,동사,빚어 놓은 술이 자꾸 부걱부걱 괴어오르는 소리가 나다.,비슷한말 벌꺽-거리다
18322,벌끈-거리다,동사,사소한 일에 걸핏하면 월컥 성을 자꾸 내다.,"비슷한말 벌끈-대다, 벌끈벌끈-하다"
18323,벌끈-대다,동사,사소한 일에 걸핏하면 월컥 성을 자꾸 내다.,비슷한말 벌끈-거리다
18328,벌끈벌끈-하다,동사,사소한 일에 걸핏하면 월컥 성을 자꾸 내다.,비슷한말 벌끈-거리다
18330,벌끈-하다,동사,사소한 일에 걸핏하면 월컥 성을 내다.,비슷한말 불끈-하다
18342,벌다,동사,틈이 나서 사이가 뜨다.,
18385,벌떡-거리다,동사,맥박이나 심장이 조금 거칠고 크게 자꾸 뛰다.,"비슷한말 벌떡-대다, 벌떡벌떡-하다"
18388,벌떡-대다,동사,맥박이나 심장이 조금 거칠고 크게 자꾸 뛰다.,비슷한말 벌떡-거리다
18397,벌떡벌떡-하다,동사,맥박이나 심장이 조금 거칠고 크게 잇따라 뛰다.,비슷한말 벌떡-거리다
18401,벌떡-이다,동사,맥박이나 심장이 조금 거칠고 크게 뛰다.,
18431,벌러덩벌러덩-하다,동사,발이나 팔을 활짝 벌린 상태로 맥없이 자꾸 굼뜨게 뒤로 벌떡 자빠지거나 눕다.,
18432,벌러덩-하다,동사,발이나 팔을 활짝 벌린 상태로 맥없이 굼뜨게 뒤로 자빠지거나 눕다.,
18451,벌렁-거리다,동사,아주 가볍고도 재빠르고 크게 행동하다.,"비슷한말 벌렁-대다, 벌렁벌렁-하다
참고 어휘 발랑-거리다, 펄렁-거리다"
18453,벌렁-대다,동사,아주 가볍고도 재빠르고 크게 행동하다.,"비슷한말 벌렁-거리다, 벌렁벌렁-하다
참고 어휘 발랑-대다, 펄렁-대다"
18458,벌렁벌렁-하다,동사,아주 가볍고도 재빠르고 크게 잇따라 행동하다.,"비슷한말 벌렁-거리다, 벌렁-대다"
18540,벌룩-거리다,동사,탄력 있는 큰 물체의 틈이나 구멍이 잇따라 크게 벌어졌다 우므러졌다 하다. 또는 그렇게 되게 하다.,"비슷한말 벌룩-대다, 벌룩벌룩-하다"
18542,벌룩-대다,동사,탄력 있는 큰 물체의 틈이나 구멍이 잇따라 크게 벌어졌다 우므러졌다 하다. 또는 그렇게 되게 하다.,비슷한말 벌룩-거리다
18546,벌룩벌룩-하다,동사,탄력 있는 큰 물체의 틈이나 구멍이 크게 잇따라 벌어졌다 우므러졌다 하다. 또는 그렇게 되게 하다.,비슷한말 벌룩-거리다
18549,벌룩-이다,동사,탄력 있는 큰 물체의 틈이나 구멍이 크게 벌어졌다 우므러졌다 하다. 또는 그렇게 되게 하다.,
18550,벌룩-하다,동사,탄력 있는 큰 물체의 구멍이나 틈이 크게 벌어졌다 우므러졌다 하다. 또는 그렇게 되게 하다.,
18577,벌룽-거리다,동사,탄력 있는 물체가 자꾸 크게 벌어졌다 우므러졌다 하다. 또는 그렇게 되게 하다.,"비슷한말 벌룽-대다, 벌룽벌룽-하다
참고 어휘 발롱-거리다, 발룽-거리다"
18581,벌룽-대다,동사,탄력 있는 물체가 자꾸 크게 벌어졌다 우므러졌다 하다. 또는 그렇게 되게 하다.,비슷한말 벌룽-거리다
18589,벌룽벌룽-하다,동사,탄력 있는 물체가 잇따라 벌어졌다 우므러졌다 하다. 또는 그렇게 되게 하다.,비슷한말 벌룽-거리다
18602,벌름-거리다,동사,탄력 있는 물체가 부드럽고 넓게 자꾸 벌어졌다 우므러졌다 하다. 또는 그렇게 되게 하다.,"비슷한말 벌름-대다, 벌름벌름-하다
참고 어휘 발름-거리다"
18603,벌름-대다,동사,탄력 있는 물체가 부드럽고 넓게 자꾸 벌어졌다 우므러졌다 하다. 또는 그렇게 되게 하다.,"비슷한말 벌름-거리다, 벌름벌름-하다
참고 어휘 발름-대다"
18605,벌름벌름-하다,동사,탄력 있는 물체가 넓고 부드럽게 자꾸 벌어졌다 우므러졌다 하다. 또는 그렇게 되게 하다.,"비슷한말 벌름-거리다, 벌름-대다"
18606,벌름-이다,동사,탄력 있는 물체가 부드럽고 넓게 벌어졌다 우므러졌다 하다. 또는 그렇게 되게 하다.,
18607,벌름-하다,동사,탄력 있는 물체가 넓고 부드럽게 벌어졌다 우므러졌다 하다. 또는 그렇게 되게 하다.,
18614,벌리다,동사,둘 사이를 넓히거나 멀게 하다.,참고 어휘 발리다
