9508,깜박깜박-하다,동사,기억이나 의식 따위가 잠깐씩 자꾸 흐려지다.,"비슷한말 깜박-거리다, 깜박-대다"
9512,깜박-대다,동사,기억이나 의식 따위가 자꾸 잠깐씩 흐려지다.,"비슷한말 깜박-거리다, 깜박깜박-하다
참고 어휘 깜빡-대다"
9519,깜박-이다,동사,기억이나 의식 따위가 잠깐씩 흐려지다.,
9530,깜박-하다,동사,기억이나 의식 따위가 잠깐 흐려지다.,
9628,깜작-거리다,동사,눈이 자꾸 살짝 감겼다 뜨였다 하다. 또는 그렇게 되게 하다.,"비슷한말 깜작-대다, 깜작깜작-하다"
9631,깜작깜작-하다,동사,눈이 자꾸 살짝 감겼다 뜨이다. 또는 그렇게 되게 하다.,비슷한말 깜작-거리다
9633,깜작-대다,동사,눈이 자꾸 살짝 감겼다 뜨였다 하다. 또는 그렇게 되게 하다.,비슷한말 깜작-거리다
9635,깜작-이다,동사,눈이 살짝 감겼다 뜨였다 하다. 또는 그렇게 되게 하다.,
9636,깜작-하다,동사,눈이 살짝 감겼다 뜨이다. 또는 그렇게 되게 하다.,
9659,깜짝-거리다,동사,자꾸 갑자기 놀라다.,"비슷한말 깜짝-대다, 깜짝깜짝-하다"
9664,깜짝깜짝-하다,동사,자꾸 놀라다.,"비슷한말 깜짝-거리다, 깜짝-대다"
9666,깜짝-대다,동사,자꾸 갑자기 놀라다.,"비슷한말 깜짝-거리다, 깜짝깜짝-하다"
9686,깜짝-하다,동사,갑자기 놀라다.,
9754,깝살리다,동사,찾아온 사람을 따돌려 보내다.,
9758,깝신-거리다,동사,고개나 몸을 방정맞게 자꾸 조금 숙이다.,"비슷한말 깝신-대다, 깝신깝신-하다
참고 어휘 껍신-거리다"
9760,깝신깝신-하다,동사,고개나 몸을 방정맞게 조금 자꾸 숙이다.,비슷한말 깝신-거리다
9761,깝신-대다,동사,고개나 몸을 방정맞게 자꾸 조금 숙이다.,비슷한말 깝신-거리다
9767,깝작-거리다,동사,방정맞게 자꾸 까불거나 잘난 체하다.,"비슷한말 깝작-대다, 깝작깝작-하다
참고 어휘 껍적-거리다"
9772,깝작깝작-하다,동사,자꾸 방정맞게 까불거나 잘난 체하다.,비슷한말 깝작-거리다
9775,깝작-대다,동사,방정맞게 자꾸 까불거나 잘난 체하다.,비슷한말 깝작-거리다
9778,깝작-이다,동사,방정맞게 까불거나 잘난 체하다.,
9787,깝죽-거리다,동사,신이 나서 몸이나 몸의 일부를 자꾸 방정맞게 움직이다.,"비슷한말 깝죽-대다, 깝죽깝죽-하다
참고 어휘 껍죽-거리다"
9791,깝죽깝죽-하다,동사,신이 나서 몸이나 몸의 일부를 방정맞게 자꾸 움직이다.,"비슷한말 깝죽-거리다, 깝죽-대다"
9793,깝죽-대다,동사,신이 나서 몸이나 몸의 일부를 자꾸 방정맞게 움직이다.,"비슷한말 깝죽-거리다, 깝죽깝죽-하다
참고 어휘 껍죽-대다"
9795,깝죽-이다,동사,신이 나서 몸이나 몸의 일부를 방정맞게 움직이다.,
9822,깟깟-하다,동사,까치가 우는 소리가 나다.,
9845,깡-거리다,동사,(은어로) ‘싸우다’를 이르는 말.,
9850,깡그러-뜨리다,동사,‘깡그리다’를 강조하여 이르는 말.,비슷한말 깡그러-트리다
9851,깡그러-트리다,동사,‘깡그리다’를 강조하여 이르는 말.,비슷한말 깡그러-뜨리다
9853,깡그리다,동사,일을 수습하여 마무리하다.,
9899,깡둥-거리다,동사,사람이나 동물 따위가 짧은 다리로 가볍고 조금 길게 자꾸 내뛰어 다니다.,"비슷한말 깡둥-대다, 깡둥깡둥-하다"
9901,깡둥깡둥-하다,동사,사람이나 동물 따위가 짧은 다리로 가볍고 조금 길게 자꾸 내뛰다.,비슷한말 깡둥-거리다
9902,깡둥-대다,동사,사람이나 동물 따위가 짧은 다리로 가볍고 조금 길게 자꾸 내뛰어 다니다.,비슷한말 깡둥-거리다
9903,깡둥-하다,동사,사람이나 동물 따위가 짧은 다리로 가볍고 조금 길게 내뛰다.,
9939,깡-물리다,동사,뇌관을 도화선에 잇다.,
10097,깨갱-거리다,동사,개가 아프거나 무서워서 자꾸 소리를 지르다.,"비슷한말 깨갱-대다, 깨갱깨갱-하다"
10099,깨갱깨갱-하다,동사,개가 무섭거나 아파서 자꾸 소리를 지르다.,비슷한말 깨갱-거리다
10101,깨갱-대다,동사,개가 아프거나 무서워서 자꾸 소리를 지르다.,비슷한말 깨갱-거리다
10347,깨다,동사,술기운 따위가 사라지고 온전한 정신 상태로 돌아오다.,
10360,깨-다듬다,동사,깨달아 마음을 가다듬다.,
10369,깨단-하다,동사,오랫동안 생각해 내지 못하던 일 따위를 어떠한 실마리로 말미암아 깨닫거나 분명히 알다.,
10370,깨닫다,동사,사물의 본질이나 이치 따위를 생각하거나 궁리하여 알게 되다.,
10383,깨도-하다,동사,깨달음을 얻다.,
10388,깨-두드리다,동사,단단한 물체를 두드리어 깨뜨리다.,참고 어휘 깨-뚜드리다
10440,깨뜨러-지다,동사,‘깨지다’를 강조하여 이르는 말.,비슷한말 깨트러-지다
10441,깨-뜨리다,동사,‘깨다’를 강조하여 이르는 말.,"준말 깨-뜰다
비슷한말 깨-트리다, 깨다, 깨다, 깨다, 깨다"
10496,깨-물다,동사,아랫니와 윗니가 맞닿을 정도로 세게 물다.,
10536,깨-부수다,동사,단단한 것을 쳐서 조각이 나게 하다.,
10587,깨어-나다,동사,잠이나 술기운 따위로 잃었던 의식을 되찾아 가다.,준말 깨-나다
10591,깨어-지다,동사,단단한 물건이 여러 조각이 나다.,준말 깨-지다
10637,깨우치다,동사,깨달아 알게 하다.,
10655,깨웃-거리다,동사,고개나 몸 따위를 이쪽저쪽으로 매우 귀엽게 자꾸 조금씩 기울이다.,"비슷한말 깨웃-대다, 깨웃깨웃-하다"
10657,깨웃깨웃-하다,동사,고개나 몸 따위를 이쪽저쪽으로 매우 귀엽게 조금씩 자꾸 기울이다.,비슷한말 깨웃-거리다
10658,깨웃-대다,동사,고개나 몸 따위를 이쪽저쪽으로 매우 귀엽게 자꾸 조금씩 기울이다.,비슷한말 깨웃-거리다
10660,깨웃-하다,동사,고개나 몸 따위를 한쪽으로 매우 귀엽게 조금 기울이다.,
10692,깨작-거리다,동사,글씨나 그림 따위를 아무렇게나 잘게 자꾸 쓰거나 그리다.,"비슷한말 깨작-대다, 깨작깨작-하다
참고 어휘 끼적-거리다"
10698,깨작깨작-하다,동사,글씨나 그림 따위를 아무렇게나 잘게 자꾸 그리거나 쓰다.,비슷한말 깨작-거리다
10701,깨작-대다,동사,글씨나 그림 따위를 아무렇게나 잘게 자꾸 쓰거나 그리다.,비슷한말 깨작-거리다
10705,깨작-이다,동사,글씨나 그림 따위를 아무렇게나 잘게 쓰거나 그리다.,
10725,깨죽-거리다,동사,불평스럽게 자꾸 종알거리다.,"비슷한말 깨죽-대다, 깨죽깨죽-하다
참고 어휘 께죽-거리다"
10729,깨죽깨죽-하다,동사,자꾸 불평스럽게 종알거리다.,비슷한말 깨죽-거리다
10731,깨죽-대다,동사,불평스럽게 자꾸 종알대다.,비슷한말 깨죽-거리다
10743,깨지락-거리다,동사,조금 달갑지 않은 음식을 자꾸 억지로 굼뜨게 먹다.,"비슷한말 깨지락-대다, 깨지락깨지락-하다
참고 어휘 께지럭-거리다"
10747,깨지락깨지락-하다,동사,조금 달갑지 않은 음식을 억지로 굼뜨게 자꾸 먹다.,"준말 깨작깨작-하다, 깨질깨질-하다
비슷한말 깨지락-거리다, 깨지락-대다
참고 어휘 께지럭께지럭-하다"
10749,깨지락-대다,동사,조금 달갑지 않은 음식을 자꾸 억지로 굼뜨게 먹다.,"준말 깨작-대다, 깨질-대다
비슷한말 깨지락-거리다, 깨지락깨지락-하다
참고 어휘 께지럭-대다"
10788,깨-치다,동사,일의 이치 따위를 깨달아 알다.,
10799,깨트러-지다,동사,‘깨지다’를 강조하여 이르는 말.,비슷한말 깨뜨러-지다
10800,깨-트리다,동사,‘깨다’를 강조하여 이르는 말.,비슷한말 깨-뜨리다
10815,깩깩-거리다,동사,몹시 놀라거나 충격을 받아 갑자기 새되게 외마디로 지르는 소리가 자꾸 나다.,비슷한말 깩깩-대다
10816,깩깩-대다,동사,몹시 놀라거나 충격을 받아 갑자기 새되게 외마디로 지르는 소리가 자꾸 나다.,비슷한말 깩깩-거리다
10836,깰깩-거리다,동사,숨이 차서 목구멍이 조금 벅찼다가 터져 나오는 소리를 자꾸 내다.,"비슷한말 깰깩-대다, 깰깩깰깩-하다
참고 어휘 낄끽-거리다"
10838,깰깩깰깩-하다,동사,숨이 차서 목구멍이 조금 벅찼다가 자꾸 터져 나오는 소리를 계속 내다.,비슷한말 깰깩-거리다
10839,깰깩-대다,동사,숨이 차서 목구멍이 조금 벅찼다가 터져 나오는 소리를 자꾸 내다.,비슷한말 깰깩-거리다
10841,깰깰-거리다,동사,웃음을 억지로 참으면서 입 속으로 조금 새되게 웃는 소리를 자꾸 내다.,비슷한말 깰깰-대다
10842,깰깰-대다,동사,웃음을 억지로 참으면서 입 속으로 조금 새되게 웃는 소리를 자꾸 내다.,비슷한말 깰깰-거리다
10843,깰깰-하다,동사,웃음을 억지로 참으면서 입 속으로 조금 새되게 웃는 소리를 내다.,
10880,깻박-치다,동사,(은어로) 그릇 따위를 떨어뜨려 속에 있던 것이 산산이 흩어지게 만들다.,
10919,깽깽-거리다,동사,몹시 아프거나 힘에 겨워 조금 괴롭게 자꾸 소리를 내다.,"비슷한말 깽깽-대다, 깽깽-하다"
10921,깽깽-대다,동사,몹시 아프거나 힘에 겨워 조금 괴롭게 자꾸 소리를 내다.,"비슷한말 깽깽-거리다, 깽깽-하다"
10929,깽깽-하다,동사,몹시 아프거나 힘에 겨워 조금 괴롭게 소리를 자꾸 내다.,"비슷한말 깽깽-거리다, 깽깽-대다"
10997,꺄룩-거리다,동사,무엇을 내다보거나 목구멍에 걸린 것을 삼키려고 목을 조금 길게 빼어 앞으로 자꾸 내밀다.,"비슷한말 꺄룩-대다, 꺄룩꺄룩-하다"
10999,꺄룩꺄룩-하다,동사,무엇을 내다보거나 목구멍에 걸린 것을 삼키려고 목을 조금 길게 빼어 자꾸 앞으로 내밀다.,비슷한말 꺄룩-거리다
11000,꺄룩-대다,동사,무엇을 내다보거나 목구멍에 걸린 것을 삼키려고 목을 조금 길게 빼어 앞으로 자꾸 내밀다.,비슷한말 꺄룩-거리다
11001,꺄룩-하다,동사,무엇을 내다보거나 목구멍에 걸린 것을 삼키려고 목을 조금 길게 빼어 앞으로 내밀다.,
11056,꺅꺅-거리다,동사,사람이나 짐승 따위가 몹시 놀라거나 죽게 되어 자꾸 소리를 지르다.,"비슷한말 꺅꺅-대다, 꺅꺅-하다"
11057,꺅꺅-대다,동사,사람이나 짐승 따위가 몹시 놀라거나 죽게 되어 자꾸 소리를 지르다.,비슷한말 꺅꺅-거리다
11058,꺅꺅-하다,동사,사람이나 짐승 따위가 몹시 놀라거나 죽게 될 때 잇따라 소리를 지르다.,비슷한말 꺅꺅-거리다
11060,꺅-차다,동사,음식을 많이 먹어서 목까지 꽉 차다.,
11083,꺼귀꺼귀-하다,동사,음식물을 입에 잔뜩 넣고 천천히 씹다.,
11166,꺼끌-거리다,동사,표면이 거칠고 꺼끌한 느낌이 자꾸 나다.,
11175,꺼끙-그리다,동사,겉곡식을 방아에 약간 쓿어 내다.,
11179,꺼-내다,동사,속이나 안에 들어 있는 물건 따위를 손이나 도구를 이용하여 밖으로 나오게 하다.,
11182,꺼-내리다,동사,속이나 안에 들어 있는 물건 따위를 손이나 도구를 이용하여 밖으로 내서 아래쪽으로 내리다.,
11191,꺼-당기다,동사,앞으로 끌어당기다.,
11197,꺼덕-거리다,동사,분수없이 잘난 체하며 매우 경망하게 자꾸 행동하다.,"비슷한말 꺼덕-대다, 꺼덕꺼덕-하다
참고 어휘 까닥-거리다, 꺼떡-거리다"
11202,꺼덕꺼덕-하다,동사,분수없이 잘난 체하며 자꾸 매우 경망하게 행동하다.,비슷한말 꺼덕-거리다
11205,꺼덕-대다,동사,분수없이 잘난 체하며 매우 경망하게 자꾸 행동하다.,비슷한말 꺼덕-거리다
11207,꺼덕-이다,동사,분수없이 잘난 체하며 매우 경망하게 행동하다.,
11214,꺼-두르다,동사,움켜쥐고 함부로 휘두르다.,준말 꺼-둘다
11228,꺼-들다,동사,잡아 쥐고 당겨서 추켜들다.,
11246,꺼-들이다,동사,물체나 사람 따위를 당겨서 안이나 속으로 들어오게 하다.,
11284,꺼-뜨리다,동사,실수나 부주의 따위로 불을 꺼지게 하다.,비슷한말 꺼-트리다
11323,꺼려-지다,동사,사물이나 일 따위가 자신에게 해가 될까 하여 피하거나 싫어하게 되다.,
11335,꺼리다,동사,사물이나 일 따위가 자신에게 해가 될까 하여 피하거나 싫어하다.,
11407,꺼메-지다,동사,꺼멓게 되다.,"반대말 허예-지다
참고 어휘 거메-지다, 까매-지다"
11505,꺼벅-거리다,동사,머리나 몸을 멋쩍게 자꾸 숙였다 들었다 하다.,"비슷한말 꺼벅-대다, 꺼벅꺼벅-하다"
11511,꺼벅꺼벅-하다,동사,자꾸 머리나 몸을 멋쩍게 숙였다 들었다 하다.,비슷한말 꺼벅-거리다
11515,꺼벅-대다,동사,머리나 몸을 멋쩍게 자꾸 숙였다 들었다 하다.,비슷한말 꺼벅-거리다
11518,꺼벅-이다,동사,머리나 몸을 멋쩍게 숙였다 들다.,
11528,꺼부러-뜨리다,동사,많은 힘을 써서 물체를 꺼꾸러지게 하다.,참고 어휘 까부라-뜨리다
11529,꺼부러-지다,동사,큰 물체의 높이나 부피 따위가 점점 줄어지다.,참고 어휘 까부라-지다
11554,꺼불-거리다,동사,경솔하게 자꾸 몹시 꺼불다.,"비슷한말 꺼불-대다, 꺼불꺼불-하다"
11559,꺼불꺼불-하다,동사,경솔하게 몹시 자꾸 꺼불다.,비슷한말 꺼불-거리다
11561,꺼불다,동사,위아래로 느릿느릿 흔들리다. 또는 그렇게 하다.,참고 어휘 까불다
11564,꺼불-대다,동사,경솔하게 자꾸 몹시 꺼불다.,비슷한말 꺼불-거리다
11654,꺼-오다,동사,물체를 잡아 쥐고 끌어서 오게 하다.,
11655,꺼-올리다,동사,잡아 쥐고 당겨서 위로 올리다.,
11708,꺼지다,동사,불 따위가 사라져 없어지거나 걸렸던 시동이 도로 죽다.,
11769,꺼-트리다,동사,실수나 부주의 따위로 불을 꺼지게 하다.,비슷한말 꺼-뜨리다
11788,꺼풀-지다,동사,껍질이나 껍데기가 여러 겹으로 층을 이루다.,비슷한말 까풀-지다
11807,꺽꺽-거리다,동사,장끼가 우는 소리가 자꾸 나다.,비슷한말 꺽꺽-대다
11810,꺽꺽-대다,동사,장끼가 우는 소리가 자꾸 나다.,비슷한말 꺽꺽-거리다
11815,꺽꺽푸드덕-하다,동사,장끼가 울며 홰치는 소리를 내다.,
11834,꺽둑-거리다,동사,단단한 물건을 대중없이 크게 자꾸 썰다.,"비슷한말 꺽둑-대다, 꺽둑꺽둑-하다
참고 어휘 깍둑-거리다"
11838,꺽둑꺽둑-하다,동사,단단한 물건을 자꾸 대중없이 크게 썰다.,비슷한말 꺽둑-거리다
11840,꺽둑-대다,동사,단단한 물건을 대중없이 크게 자꾸 썰다.,비슷한말 꺽둑-거리다
11880,꺽죽-거리다,동사,혼자 잘난 듯이 몸을 흔들며 자꾸 떠들다.,"비슷한말 꺽죽-대다, 꺽죽꺽죽-하다"
11882,꺽죽꺽죽-하다,동사,혼자 잘난 듯이 자꾸 몸을 흔들며 떠들다.,비슷한말 꺽죽-거리다
11883,꺽죽-대다,동사,혼자 잘난 듯이 몸을 흔들며 자꾸 떠들다.,비슷한말 꺽죽-거리다
11909,꺾꽂이-하다,동사,"식물의 가지, 줄기, 잎 따위를 자르거나 꺾어 흙 속에 꽂아 뿌리 내리게 하다.","비슷한말 삽목-하다(揷木하다), 삽지-하다(揷枝하다)"
11913,꺾다,동사,길고 탄력이 있거나 단단한 물체를 구부려 다시 펴지지 않게 하거나 아주 끊어지게 하다.,
11941,꺾어-지다,동사,길고 탄력이 있거나 단단한 물체가 구부러져 다시 펴지지 않거나 아주 끊어지다.,
11976,꺾-이다,동사,기세나 기운 따위가 약해지다.,
12089,껄껄-거리다,동사,매우 시원스럽고 우렁찬 목소리로 못 참을 듯이 계속 웃다.,"비슷한말 껄껄-대다, 껄껄-하다
참고 어휘 깔깔-거리다"
12090,껄껄-대다,동사,매우 시원스럽고 우렁찬 목소리로 못 참을 듯이 계속 웃다.,"비슷한말 껄껄-거리다, 껄껄-하다
참고 어휘 깔깔-대다"
12094,껄껄-하다,동사,매우 시원스럽고 우렁찬 목소리로 못 참을 듯이 웃는 소리가 나다.,"비슷한말 껄껄-거리다, 껄껄-대다"
12126,껄끔-거리다,동사,뻣뻣한 털 따위가 살에 닿아 자꾸 뜨끔거리다.,"비슷한말 껄끔-대다, 껄끔껄끔-하다
참고 어휘 깔끔-거리다"
