29319,썰썰-하다,형용사,속이 빈 것처럼 시장한 느낌이 있다.,
29886,쏜살-같다,형용사,쏜 화살과 같이 매우 빠르다.,
30055,쏠쏠-하다,형용사,"품질이나 수준, 정도 따위가 웬만하여 괜찮거나 기대 이상이다.",참고 어휘 쑬쑬-하다
30690,쑥-스럽다,형용사,하는 짓이나 모양이 자연스럽지 못하여 우습고 싱거운 데가 있다.,
30768,쑬쑬-하다,형용사,"품질이나 수준, 정도 따위가 웬만하여 기대 이상이다.","준말 쑬-하다
참고 어휘 쏠쏠-하다"
30987,쓰다,형용사,"혀로 느끼는 맛이 한약이나 소태, 씀바귀의 맛과 같다.",
31002,쓰디-쓰다,형용사,몹시 쓰다.,반대말 다디-달다
31008,쓰라리다,형용사,상처가 쓰리고 아리다.,
31042,쓰렁쓰렁-하다,형용사,사귀는 정이 버성기어 서로의 사이가 소원하다.,
31105,쓰레-하다,형용사,쓰러질 듯이 한쪽으로 기울어져 있다.,
31154,쓰리다,형용사,쑤시는 것같이 아프다.,
31502,쓸데-없다,형용사,아무런 쓸모나 득이 될 것이 없다.,비슷한말 소용-없다(所用없다)
31541,쓸모-없다,형용사,쓸 만한 가치가 없다.,
31551,쓸쓸-하다,형용사,외롭고 적적하다.,
31634,씁쓰레-하다,형용사,조금 씁쓸한 듯하다.,"비슷한말 씁쓰름-하다
참고 어휘 쌉싸래-하다"
31638,씁쓰름-하다,형용사,조금 씁쓸한 듯하다.,비슷한말 씁쓰레-하다
31644,씁쓸-하다,형용사,조금 쓰다.,참고 어휘 쌉쌀-하다
31775,씨그둥-하다,형용사,귀에 거슬려 달갑지 아니하다.,
32223,씨식잖다,형용사,같잖고 되잖다.,준말 씩잖다
32368,씨억씨억-하다,형용사,성질이 굳세고 활발하다.,
32383,씨엉씨엉-하다,형용사,걸음걸이나 행동 따위가 기운차고 활기 있다.,
32536,씩씩-하다,형용사,굳세고 위엄스럽다.,
33419,아귀-세다,형용사,마음이 굳세어 남에게 잘 꺾이지 아니하다.,비슷한말 아귀-차다
33437,아귀-차다,형용사,휘어잡기 어려울 만큼 벅차다.,
33533,아금박-스럽다,형용사,탐탁하고 살뜰한 데가 있다.,
33539,아금-받다,형용사,야무지고 다부지다.,
33573,아긋아긋-하다,형용사,물건의 각 조각이 이가 맞지 않아 끝이 조금씩 어긋나 있다.,
33577,아긋-하다,형용사,물건의 각 조각이 이가 맞지 않아 끝이 조금씩 어긋나 있다.,참고 어휘 어긋-하다
33617,아기똥-하다,형용사,말이나 행동 따위가 매우 거만하고 앙큼한 데가 있다.,
33682,아기자기-스럽다,형용사,여러 가지가 오밀조밀 어울려 예쁜 데가 있다.,
33684,아기자기-하다,형용사,여러 가지가 오밀조밀 어울려 예쁘다.,
33771,아깝다,형용사,소중히 여기는 것을 잃어 섭섭하거나 서운한 느낌이 있다.,
33800,아낌-없다,형용사,주거나 쓰는 데 아까워하는 마음이 없다.,
34164,아늑-하다,형용사,포근하게 감싸 안기듯 편안하고 조용한 느낌이 있다.,참고 어휘 으늑-하다
34191,아늘아늘-하다,형용사,천이나 살갗 따위가 매우 얇고 부드럽다.,
34203,아니꼽다,형용사,비위가 뒤집혀 구역날 듯하다.,
34205,아니꼽살머리-스럽다,형용사,‘아니꼽살스럽다’를 속되게 이르는 말.,
34206,아니꼽살-스럽다,형용사,지나치게 아니꼬운 데가 있다.,
34211,아니다,형용사,어떤 사실을 부정하는 뜻을 나타내는 말.,
34613,아둔-하다,형용사,슬기롭지 못하고 머리가 둔하다.,비슷한말 몽애-하다(蒙騃하다)
34687,아드막-하다,형용사,멀거나 약해서 매우 어슴푸레하다.,
34709,아득아득-하다,형용사,보이거나 들리는 것이 아주 희미하고 멀다.,
34715,아득-하다,형용사,보이는 것이나 들리는 것이 희미하고 매우 멀다.,"비슷한말 요연-하다(窈然하다)
참고 어휘 어득-하다"
34820,아뜩아뜩-하다,형용사,머리가 어지러워 자꾸 정신을 잃고 까무러칠 듯하다.,
34821,아뜩-하다,형용사,갑자기 어지러워 정신을 잃고 까무러칠 듯하다.,참고 어휘 어뜩-하다
35015,아랑곳-없다,형용사,어떤 일에 참견을 하거나 관심을 둘 필요가 없다.,
35672,아련-하다,형용사,똑똑히 분간하기 힘들게 아렴풋하다.,
35679,아렴풋-하다,형용사,기억이나 생각 따위가 또렷하지 아니하고 흐릿하다.,참고 어휘 어렴풋-하다
35690,아령칙-하다,형용사,기억이나 형상 따위가 긴가민가하여 또렷하지 아니하다.,참고 어휘 어령칙-하다
35695,아로록다로록-하다,형용사,조금 연하게 밝은 여러 가지 빛깔의 점이나 줄 따위가 조금 성기고 고르지 아니하게 무늬를 이룬 데가 있다.,준말 아록다록-하다
35697,아로록아로록-하다,형용사,조금 연하게 밝은 여러 가지 빛깔의 점이나 줄 따위가 조금 성기고 고르게 무늬를 이룬 데가 있다.,준말 아록아록-하다
35700,아로롱다로롱-하다,형용사,여러 가지 빛깔의 작은 점이나 줄 따위가 고르지 아니하고 조금 성기게 무늬를 이룬 데가 있다.,
35702,아로롱아로롱-하다,형용사,여러 가지 빛깔의 작은 점이나 줄 따위가 고르고 조금 성기게 무늬를 이룬 데가 있다.,
35745,아롱다롱-하다,형용사,여러 가지 빛깔의 작은 점이나 줄 따위가 고르지 아니하고 촘촘하게 무늬를 이룬 데가 있다.,
35759,아롱아롱-하다,형용사,여러 가지 빛깔의 작은 점이나 줄 따위가 고르고 촘촘하게 무늬를 이룬 데가 있다.,
35765,아롱-지다,형용사,아롱아롱한 점이나 무늬가 있다.,참고 어휘 어룽-지다
35934,아르르-하다,형용사,조금 알알한 듯하다.,
36516,아른-스럽다,형용사,어린 사람이 어른인 체하는 태도가 있다.,
36562,아름-답다,형용사,"보이는 대상이나 음향, 목소리 따위가 균형과 조화를 이루어 눈과 귀에 즐거움과 만족을 줄 만하다.",
36594,아름-차다,형용사,힘에 겹다.,
36617,아리다,형용사,혀끝을 찌를 듯이 알알한 느낌이 있다.,
36627,아리딸딸-하다,형용사,‘알딸딸하다’의 본말.,"준말 알딸딸-하다
참고 어휘 어리떨떨-하다"
36630,아리땁다,형용사,마음이나 몸가짐 따위가 맵시 있고 곱다.,"비슷한말 가려-하다(佳麗하다), 기려-하다(綺麗하다), 여미-하다(麗美하다), 연염-하다(姸艷하다)"
36660,아리송아리송-하다,형용사,여럿이 다 그런 것 같기도 하고 그렇지 않은 것 같기도 하여 또렷하게 분간하기 어렵다.,
36661,아리송-하다,형용사,그런 것 같기도 하고 그렇지 않은 것 같기도 하여 분간하기 어렵다.,"비슷한말 알쏭-하다
참고 어휘 어리숭-하다"
36698,아리아리-하다,형용사,여럿이 다 모두 뒤섞여 또렷하게 분간하기 어렵다.,참고 어휘 어리어리-하다
36726,아리잠직-하다,형용사,키가 작고 모습이 얌전하며 어린 티가 있다.,
36788,아릿아릿-하다,형용사,눈앞에 어려 오는 것이 자꾸 또는 매우 아렴풋하다.,
36798,아릿자릿-하다,형용사,전기가 오른 것처럼 몹시 아리고 자리다.,
36805,아릿-하다,형용사,눈앞에 어려 오는 것이 아렴풋하다.,
36834,아마득-하다,형용사,시간상이나 공간상으로 아주 멀다.,
36967,아망-스럽다,형용사,아이가 오기를 부리는 태도가 있다.,
37273,아무러-하다,형용사,구체적으로 정하지 않은 어떤 상태나 조건에 놓여 있다.,준말 아무렇다
38162,아삼아삼-하다,형용사,무엇이 보일 듯 말 듯 희미하다.,
38459,아수룩-하다,형용사,겉모습이나 언행이 치밀하지 못하여 조금 순진하고 어설픈 데가 있다.,참고 어휘 어수룩-하다
38486,아쉽다,형용사,필요할 때 없거나 모자라서 안타깝고 만족스럽지 못하다.,
38507,아스라-하다,형용사,보기에 아슬아슬할 만큼 높거나 까마득하게 멀다.,준말 아스랗다
38551,아스스-하다,형용사,차거나 싫은 것이 몸에 닿았을 때 약간 소름이 돋는 느낌이 있다.,
38740,아슥아슥-하다,형용사,여러 개가 모두 한쪽으로 조금 비뚤어져 있다.,
38759,아슬아슬-하다,형용사,소름이 끼칠 정도로 약간 차가운 느낌이 잇따라 드는 듯하다.,
38761,아슬-하다,형용사,몸에 소름이 끼치도록 차가운 느낌이 있다.,
38768,아슴아슴-하다,형용사,정신이 흐릿하고 몽롱하다.,
38780,아슴푸레-하다,형용사,빛이 약하거나 멀어서 조금 어둑하고 희미하다.,
39116,아쓱아쓱-하다,형용사,갑자기 무섭거나 차가움을 느낄 때 몸이 자꾸 약간 움츠러드는 데가 있다.,
39117,아쓱-하다,형용사,"갑자기 무섭거나 차가움을 느낄 때, 몸이 약간 움츠러드는 데가 있다.",
39203,아양-스럽다,형용사,귀염을 받으려고 알랑거리는 태도가 있다.,
39435,아옹-하다,형용사,굴이나 구멍 따위가 쏙 오므라져 들어가 있다.,참고 어휘 어웅-하다
42073,아찔아찔-하다,형용사,자꾸 또는 매우 정신이 아득하고 조금 어지럽다.,
42075,아찔-하다,형용사,갑자기 정신이 아득하고 조금 어지럽다.,"참고 어휘 아질-하다, 어찔-하다"
43283,아프다,형용사,몸의 어느 부분이 다치거나 맞거나 자극을 받아 괴로움을 느끼다.,
44188,악-세다,형용사,마음먹은 바를 이루려는 뜻이나 행동이 악착스럽고 세다.,참고 어휘 억-세다
44481,악지-스럽다,형용사,악지를 부리는 데가 있다.,참고 어휘 억지-스럽다
45426,안달머리-스럽다,형용사,‘안달스럽다’를 속되게 이르는 말.,
45436,안달-스럽다,형용사,안달하는 성격이 있다.,
45616,안-되다,형용사,섭섭하거나 가엾어 마음이 언짢다.,
46548,안쓰럽다,형용사,손아랫사람이나 약자에게 도움을 받거나 폐를 끼쳤을 때 마음에 미안하고 딱하다.,
47976,안-차다,형용사,겁이 없고 야무지다.,
48106,안침-지다,형용사,안쪽으로 치우쳐 구석지고 으슥하다.,
48136,안타깝다,형용사,뜻대로 되지 아니하거나 보기에 딱하여 가슴 아프고 답답하다.,
48522,안퐁-하다,형용사,언덕 따위의 가운데가 오목하게 들어가 아늑하다.,
49069,알근달근-하다,형용사,맛이 조금 매우면서 달짝지근하다.,
49074,알근알근-하다,형용사,입 안이 매우 알알할 정도로 맵다.,
49079,알근-하다,형용사,입 안이 조금 알알할 정도로 맵다.,"참고 어휘 알큰-하다, 얼근-하다"
49087,알금삼삼-하다,형용사,잘고 얕게 얽은 자국이 드문드문 있다.,비슷한말 알금솜솜-하다
49089,알금솜솜-하다,형용사,잘고 얕게 얽은 자국이 드문드문 있다.,비슷한말 알금삼삼-하다
49091,알금알금-하다,형용사,잘고 얕게 얽은 자국이 듬성듬성 있다.,
49105,알기살기-하다,형용사,가는 것이 요리조리 뒤섞여 얽혀 있다.,
49117,알-까지다,형용사,지나치게 약삭빠르다.,
49142,알끈-하다,형용사,무엇을 잃거나 기회를 놓치고서 오랫동안 잊지 못하여 아쉬운 감이 있다.,
49274,알딸딸-하다,형용사,뜻밖의 일로 당황하거나 여러 가지 일이 복잡해서 정신을 가다듬지 못하다.,"본말 아리딸딸-하다
참고 어휘 얼떨떨-하다"
49295,알뜰살뜰-하다,형용사,일이나 살림을 정성껏 규모 있게 꾸려 가는 데가 있다.,
49316,알뜰-하다,형용사,일이나 살림을 정성스럽고 규모 있게 하여 빈틈이 없다.,
49329,알라꿍달라꿍-하다,형용사,여러 가지 밝은 빛깔의 점이나 줄 따위가 고르지 아니하고 촘촘하게 무늬를 이루어 몹시 어수선하다.,
49383,알락달락-하다,형용사,여러 가지 밝은 빛깔의 점이나 줄 따위 무늬가 고르지 아니하게 촘촘하다.,
49409,알락알락-하다,형용사,여러 가지 밝은 빛깔의 점이나 줄 따위 무늬가 고르게 촘촘하다.,
49462,알랑-스럽다,형용사,보기에 알랑거리는 데가 있다.,
49488,알량꼴량-하다,형용사,몰골이 사납고 보잘것없다.,
49491,알량-스럽다,형용사,보기에 시시하고 보잘것없는 데가 있다.,
49493,알량-하다,형용사,시시하고 보잘것없다.,
49644,알로-까다,형용사,(낮잡는 뜻으로) 몹시 약다.,
49647,알로록달로록-하다,형용사,여러 가지 밝은 빛깔의 점이나 줄 따위가 조금 성기고 고르지 아니하게 무늬를 이룬 상태이다.,준말 알록달록-하다
49649,알로록알로록-하다,형용사,여러 가지 밝은 빛깔의 점이나 줄 따위가 고르게 무늬를 이룬 상태이다.,준말 알록알록-하다
49651,알로롱달로롱-하다,형용사,여러 가지 빛깔의 작고 또렷한 점이나 줄 따위가 고르지 아니하고 조금 성기게 무늬를 이룬 상태이다.,
49653,알로롱알로롱-하다,형용사,여러 가지 빛깔의 작고 또렷한 점이나 줄 따위가 고르고 조금 성기게 무늬를 이룬 상태이다.,
49722,알롱달롱-하다,형용사,여러 가지 빛깔의 작고 또렷한 점이나 줄 따위가 고르지 아니하고 촘촘하게 무늬를 이룬 상태이다.,
49725,알롱알롱-하다,형용사,여러 가지 빛깔의 작고 또렷한 점이나 줄 따위가 고르고 촘촘하게 무늬를 이룬 상태이다.,
49730,알롱-지다,형용사,알롱알롱한 점이나 무늬가 있다.,참고 어휘 얼룽-지다
49959,알-맞다,형용사,"일정한 기준, 조건, 정도 따위에 넘치거나 모자라지 아니한 데가 있다.",참고 어휘 얼-맞다
,어휘,품사,뜻풀이,관련 어휘
562,열퉁-적다,형용사,말이나 행동이 조심성이 없고 거칠며 미련스럽다.,
807,엷다,형용사,빛깔이 진하지 아니하다.,참고 어휘 얇다
813,엷-붉다,형용사,엷게 붉다.,
820,엷-파랗다,형용사,엷게 파랗다.,
821,엷-푸르다,형용사,엷게 푸르다.,
2854,엿-같다,형용사,(비속하게) 어떤 대상이나 상황이 못마땅하여 기분이 몹시 나쁘다.,
3862,영-돌다,형용사,집 안의 꾸밈새가 깨끗하고 밝은 태가 가득 차 있다.,
6316,영절-스럽다,형용사,아주 그럴듯하다.,
6848,영토-하다,형용사,영리하고 똑똑하다.,
7320,옅다,형용사,수면이 밑바닥에 가깝다.,참고 어휘 얕다
7331,옅디-옅다,형용사,매우 옅다.,참고 어휘 얕디-얕다
7336,옅-푸르다,형용사,옅게 푸르다.,
7732,예-굽다,형용사,조금 휘어진 듯하게 굽다.,
8691,예쁘다,형용사,생긴 모양이 아름다워 눈으로 보기에 좋다.,비슷한말 이쁘다
8694,예쁘디-예쁘다,형용사,매우 예쁘다.,비슷한말 이쁘디-이쁘다
8696,예쁘장-스럽다,형용사,제법 예쁜 데가 있다.,비슷한말 이쁘장-스럽다
8698,예쁘장-하다,형용사,제법 예쁘다.,비슷한말 이쁘장-하다
9274,예-스럽다,형용사,옛것과 같은 맛이나 멋이 있다.,
9750,예제-없다,형용사,여기나 저기나 구별이 없다.,
10504,오감-스럽다,형용사,언행이 괴벽하고 경망한 데가 있다.,
10511,오감-하다,형용사,지나칠 정도라고 느낄 만큼 고맙다.,비슷한말 과감-하다(過感하다)
10926,오그랑오그랑-하다,형용사,여러 군데가 안쪽으로 오목하게 들어가고 주름이 많이 잡힌 데가 있다.,"준말 오글오글-하다
참고 어휘 우그렁우그렁-하다"
