37959,뾰족-하다,형용사,물체의 끝이 점차 가늘어져서 날카롭다.,"본말 뾰조록-하다
참고 어휘 쀼죽-하다"
38075,뿌덕뿌덕-하다,형용사,부드럽지 못하고 조금 뻑뻑하다.,
38715,뿔그레-하다,형용사,엷게 뿔그스름하다.,참고 어휘 불그레-하다
38718,뿔그름-하다,형용사,약간 붉다.,"비슷한말 뿔그스레-하다, 뿔그스름-하다, 뿔긋-하다
참고 어휘 불그름-하다, 뽈그름-하다"
38722,뿔그스레-하다,형용사,약간 붉다.,"비슷한말 뿔그름-하다, 뿔그스름-하다, 뿔긋-하다
참고 어휘 불그스레-하다, 뽈그스레-하다"
38724,뿔그스름-하다,형용사,약간 붉다.,"비슷한말 뿔그름-하다, 뿔그스레-하다, 뿔긋-하다
참고 어휘 불그스름-하다, 뽈그스름-하다"
38727,뿔그죽죽-하다,형용사,칙칙하고 고르지 아니하게 뿔그스름하다.,"참고 어휘 불그죽죽-하다, 뽈그족족-하다"
38734,뿔긋뿔긋-하다,형용사,군데군데 뿔그스름하다.,
38736,뿔긋-하다,형용사,약간 붉다.,"비슷한말 뿔그름-하다, 뿔그스레-하다, 뿔그스름-하다
참고 어휘 불긋-하다, 뽈긋-하다"
39024,쀼루퉁-하다,형용사,몹시 못마땅하여 얼굴에 성난 빛이 나타나 있다.,"참고 어휘 부루퉁-하다, 뽀로통-하다, 뾰로통-하다, 뿌루퉁-하다"
39027,쀼주룩쀼주룩-하다,형용사,‘쀼죽쀼죽하다’의 본말.,"준말 쀼죽쀼죽-하다
참고 어휘 뾰조록뾰조록-하다"
39029,쀼주룩-하다,형용사,‘쀼죽하다’의 본말.,"준말 쀼죽-하다
참고 어휘 뾰조록-하다"
39033,쀼죽쀼죽-하다,형용사,여럿이 다 끝이 점차 가늘어져서 매우 날카롭다.,"본말 쀼주룩쀼주룩-하다
참고 어휘 뾰족뾰족-하다"
39035,쀼죽-하다,형용사,물체의 끝이 점차 가늘어져서 매우 날카롭다.,"본말 쀼주룩-하다
참고 어휘 뾰족-하다"
39100,삐국-하다,형용사,사람이나 물건이 어떤 공간에 빈틈없이 아주 꽉 찬 상태에 있다.,
39367,삐삐-하다,형용사,살가죽이 쭈그러져 붙을 만큼 바짝 여윈 상태에 있다.,
39444,삐주룩삐주룩-하다,형용사,‘삐죽삐죽하다’의 본말.,"준말 삐죽삐죽-하다
참고 어휘 비주룩비주룩-하다, 비쭈룩비쭈룩-하다, 빼주룩빼주룩-하다, 삐쭈룩삐쭈룩-하다"
39446,삐주룩-하다,형용사,‘삐죽하다’의 본말.,"준말 삐죽-하다
참고 어휘 비주룩-하다, 비쭈룩-하다, 빼주룩-하다, 삐쭈룩-하다"
39448,삐주름-하다,형용사,약간 큰 물체의 끝이 삐주룩한 느낌이 있다.,참고 어휘 빼주름-하다
39487,삐쭈룩삐쭈룩-하다,형용사,‘삐쭉삐쭉하다’의 본말.,"준말 삐쭉삐쭉-하다
참고 어휘 비주룩비주룩-하다, 비쭈룩비쭈룩-하다, 빼쭈룩빼쭈룩-하다, 삐주룩삐주룩-하다"
39489,삐쭈룩-하다,형용사,‘삐쭉하다’의 본말.,"준말 삐쭉-하다
참고 어휘 비주룩-하다, 비쭈룩-하다, 빼쭈룩-하다, 삐주룩-하다"
39574,삑삑-하다,형용사,사이가 비좁게 촘촘하다.,참고 어휘 빽빽-하다
41199,사근사근-하다,형용사,생김새나 성품이 상냥하고 시원스럽다.,참고 어휘 서근서근-하다
41211,사글사글-하다,형용사,생김새나 성품이 상냥하고 너그럽다.,참고 어휘 서글서글-하다
41522,사날-없다,형용사,붙임성이 없이 무뚝뚝하다.,
41533,사납다,형용사,성질이나 행동이 모질고 억세다.,
41791,사느랗다,형용사,물체의 온도나 기온이 약간 찬 듯하다.,"참고 어휘 서느렇다, 싸느랗다"
41795,사늑-하다,형용사,따뜻하고 포근하며 부드러운 느낌이 있다.,
41799,사늘쩍-하다,형용사,차가운 느낌이 들 정도로 꽤 사늘하다.,
41800,사늘-하다,형용사,물체의 온도나 기온이 약간 찬 느낌이 있다.,"참고 어휘 서늘-하다, 싸늘-하다"
42348,사들사들-하다,형용사,조금씩 시들어 가거나 시든 듯하다.,
42400,사뜻-하다,형용사,깨끗하고 말쑥하다.,
42737,사랑-스럽다,형용사,생김새나 행동이 사랑을 느낄 만큼 귀여운 데가 있다.,
42749,사랑옵다,형용사,생김새나 행동이 사랑을 느낄 정도로 귀엽다.,
42792,사랑홉다,형용사,‘사랑옵다’의 원말.,
43682,사막-스럽다,형용사,성질이나 태도가 매우 악한 데가 있다.,참고 어휘 심악-스럽다(甚惡스럽다)
43704,사막-하다,형용사,아주 악하다.,참고 어휘 심악-하다(甚惡하다)
44518,사박사박-하다,형용사,가볍게 바스러질 만큼 무르고 부드럽다.,
44519,사박-스럽다,형용사,성질이 보기에 독살스럽고 야멸친 데가 있다.,참고 어휘 야박-스럽다(野薄스럽다)
44522,사박-하다,형용사,독살스럽고 야멸치다.,참고 어휘 야박-하다(野薄하다)
45109,사부랑사부랑-하다,형용사,묶거나 쌓은 물건이 다 바짝바짝 다가붙지 않고 좀 느슨하거나 틈이 벌어져 있다.,
45111,사부랑-하다,형용사,묶거나 쌓은 물건이 바짝 다가붙지 않고 좀 느슨하거나 틈이 벌어져 있다.,"비슷한말 사분-하다
참고 어휘 서부렁-하다"
45206,사분사분-하다,형용사,성질이나 마음씨 따위가 부드럽고 너그럽다.,참고 어휘 서분서분-하다
45272,사분-하다,형용사,묶거나 쌓은 물건이 꼭 붙지 않고 약간 느슨한 데가 있다.,"비슷한말 사부랑-하다
참고 어휘 서분-하다"
45310,사붓사붓-하다,형용사,소리가 거의 나지 아니할 정도로 걸음걸이나 움직임이 가볍고 보드랍다.,
45313,사붓-하다,형용사,소리가 거의 나지 아니할 정도로 걸음걸이나 움직임이 가볍고 보드랍다.,참고 어휘 사뿟-하다
45404,사뿐사뿐-하다,형용사,소리가 나지 아니할 정도로 걸음걸이가 매우 가볍다.,
45406,사뿐-하다,형용사,소리가 나지 아니할 정도로 걸음걸이가 가볍다.,
45525,사삭-스럽다,형용사,보기에 언행이 자잘하고 밉살스러운 데가 있다.,
48062,사위-스럽다,형용사,마음에 불길한 느낌이 들고 꺼림칙하다.,
48848,사이-좋다,형용사,서로 정답다. 또는 서로 친하다.,
,어휘,품사,뜻풀이,관련 어휘
3469,삭둑삭둑-하다,형용사,글이 토막토막 끊어져 문맥이 순조롭지 않다.,
4582,산드러-지다,형용사,태도가 맵시 있고 말쑥하다.,참고 어휘 선드러-지다
4584,산드럽다,형용사,산들산들한 듯하다.,
4595,산득산득-하다,형용사,갑자기 사늘한 느낌이 계속 있다.,
4599,산득-하다,형용사,갑자기 사늘한 느낌이 있다.,
4624,산듯-하다,형용사,기분이나 느낌이 조금 깨끗하고 시원하다.,
4711,산뜻산뜻-하다,형용사,기분이나 느낌이 매우 깨끗하고 시원하다.,
5232,산망-스럽다,형용사,말이나 행동이 경망하고 좀스러운 데가 있다.,
5734,산산-하다,형용사,시원한 느낌이 들 정도로 사늘하다.,참고 어휘 선선-하다
8546,살갑다,형용사,집이나 세간 따위가 겉으로 보기보다는 속이 너르다.,참고 어휘 슬겁다
8563,살강살강-하다,형용사,설익은 곡식이나 열매 따위가 자꾸 가볍게 씹히는 느낌이 있다.,비슷한말 살강-거리다
8564,살강-스럽다,형용사,설익은 밥이나 열매가 가볍게 씹히는 데가 있다.,
8777,살긋살긋-하다,형용사,여럿이 다 한쪽으로 약간 배뚤어지거나 기울어져 있다.,
8780,살긋-하다,형용사,물체가 한쪽으로 약간 배뚤어지거나 기울어져 있다.,
8845,살다,형용사,크기가 기준이나 표준보다 약간 크다.,
8885,살똥-스럽다,형용사,말이나 행동이 독살스럽고 당돌하다.,
8888,살뚱-맞다,형용사,언행 따위가 당돌하고 독살스럽다.,
8890,살뜰-스럽다,형용사,꽤 살뜰한 데가 있다.,
8892,살뜰-하다,형용사,일이나 살림을 매우 정성스럽고 규모 있게 하여 빈틈이 없다.,
8947,살랑살랑-하다,형용사,사늘한 기운이 있어 매우 추운 듯하다.,
8955,살랑-하다,형용사,사늘한 기운이 있어 조금 추운 듯하다.,
9168,살망-하다,형용사,아랫도리가 가늘고 어울리지 않게 조금 길다.,참고 어휘 설멍-하다
9292,살-보드랍다,형용사,억세지 않으며 아주 온순하다.,
9297,살-부드럽다,형용사,성질이나 태도가 따뜻하고 상냥하다.,
9303,살-붙다,형용사,매우 친하고 다정한 듯하다.,
9373,살살-하다,형용사,교활하고 간사하다.,
9693,살-지다,형용사,살이 많고 튼실하다.,비슷한말 육후-하다(肉厚하다)
9774,살-차다,형용사,혜성 꼬리의 빛이 세차다.,
9815,살천-스럽다,형용사,쌀쌀하고 매섭다.,
9936,살팍-지다,형용사,근육이 살지고 단단하다.,
10050,살피다,형용사,짜거나 엮은 것이 거칠고 성기다.,참고 어휘 설피다
10058,살핏살핏-하다,형용사,짜거나 엮은 것이 여럿이 다 거칠고 성기다.,
10059,살핏-하다,형용사,사이가 촘촘하지 않고 조금 듬성듬성하다.,참고 어휘 설핏-하다
10161,삼가-롭다,형용사,매우 조심스럽고 정중한 데가 있다.,
11975,삼사-하다,형용사,지내는 사이가 조금 서먹서먹하다.,참고 어휘 섬서-하다
12077,삼삼-하다,형용사,잊히지 않고 눈앞에 보이는 듯 또렷하다.,
14312,삼-하다,형용사,어린아이의 성질이 순하지 않고 사납다.,
14608,삽삽-스럽다,형용사,태도나 마음 씀씀이가 마음에 들게 부드럽고 사근사근한 데가 있다.,
14610,삽삽-하다,형용사,태도나 마음 씀씀이가 마음에 들게 부드럽고 사근사근하다.,참고 어휘 습습-하다
15590,상그럽다,형용사,보기에 성긴 듯하다.,
15735,상기다,형용사,물건의 사이가 조금 뜨다.,참고 어휘 성기다
15763,상깃상깃-하다,형용사,여러 군데가 모두 사이나 간격이 조금 뜬 듯하다.,
15764,상깃-하다,형용사,물건의 사이나 간격이 조금 뜬 듯하다.,참고 어휘 성깃-하다
15825,상냥-스럽다,형용사,성질이 싹싹하고 부드러운 듯하다.,
15827,상냥-하다,형용사,성질이 싹싹하고 부드럽다.,
16590,상략-하다,형용사,성격이 막힌 데가 없고 싹싹하다.,
16914,상막-하다,형용사,기억이 분명하지 않고 아리송하다.,
20956,상크름-하다,형용사,옷감의 발이 좀 가늘고 성글다.,참고 어휘 성크름-하다
20965,상큼-하다,형용사,아랫도리가 윗도리보다 어울리지 아니하게 길쭉하다.,참고 어휘 성큼-하다
22817,새곰새곰-하다,형용사,여럿이 다 조금 신 맛이 있다.,
22821,새곰-하다,형용사,조금 신 맛이 있다.,"참고 어휘 새콤-하다, 시굼-하다"
22857,새그무레-하다,형용사,조금 신 맛이 있는 듯하다.,"참고 어휘 새크무레-하다, 시그무레-하다"
22895,새근-하다,형용사,관절 따위가 조금 시다.,
22904,새금새금-하다,형용사,여럿이 다 맛깔스럽게 조금 신 맛이나 냄새가 있다.,
22923,새금-하다,형용사,맛이나 냄새 따위가 맛깔스럽게 조금 시다.,"참고 어휘 새큼-하다, 시금-하다"
23004,새-까맣다,형용사,매우 까맣다.,"반대말 새-하얗다, 하얗디-하얗다
참고 어휘 새-카맣다, 시-꺼멓다"
23326,새-되다,형용사,목소리가 높고 날카롭다.,
23342,새득새득-하다,형용사,꽃이나 풀 따위가 조금 시들고 말라서 생기가 없다.,
23371,새들새들-하다,형용사,조금 시들어 힘이 없다.,
23387,새들-하다,형용사,풀이나 꽃 따위가 시들어서 생기가 조금 없어지다.,
23423,새뜻-하다,형용사,새롭고 산뜻하다.,비슷한말 새틋-하다
23478,새-롭다,형용사,지금까지 있은 적이 없다.,
23541,새-맑다,형용사,아주 맑다.,
23579,새무룩-하다,형용사,마음에 못마땅하여 별로 말이 없고 얼굴에 언짢은 기색이 있다.,"참고 어휘 시무룩-하다, 쌔무룩-하다"
23872,새-붉다,형용사,아주 곱고 새뜻하게 붉다.,
23909,새-빨갛다,형용사,매우 빨갛다.,참고 어휘 시-뻘겋다
23915,새-뽀얗다,형용사,빛깔이 산뜻하고 뽀얗다.,참고 어휘 시-뿌옇다
23937,새살-궂다,형용사,성질이 차분하지 못하고 가벼워 말이나 행동이 실없고 부산하다.,"참고 어휘 새실-궂다, 시설-궂다"
23945,새살-맞다,형용사,성질이 차분하지 못하고 가벼워 실없이 수선 부리기를 좋아하는 태도가 있다.,"참고 어휘 새실-맞다, 시설-맞다"
23950,새살-스럽다,형용사,성질이 차분하지 못하고 가벼워 말이나 행동이 실없고 부산한 데가 있다.,"참고 어휘 새실-스럽다, 시설-스럽다"
23960,새삼-스럽다,형용사,이미 알고 있는 사실에 대하여 느껴지는 감정이 갑자기 새로운 데가 있다.,
23987,새새-하다,형용사,실없이 까불어 점잖지 못하다.,
24070,새실-궂다,형용사,성질이 차분하지 못하고 점잖지 아니하여 말이나 행동이 실없고 부산하다.,"참고 어휘 새살-궂다, 시설-궂다"
24075,새실-맞다,형용사,성질이 차분하지 못하고 점잖지 아니하여 실없이 수선 부리기를 좋아하는 태도가 있다.,"참고 어휘 새살-맞다, 시설-맞다"
24080,새실-스럽다,형용사,성질이 차분하지 못하고 점잖지 아니하여 말이나 행동이 실없고 부산한 데가 있다.,"참고 어휘 새살-스럽다, 시설-스럽다"
24481,새참-하다,형용사,새뜻하고 참하다.,
24492,새척지근-하다,형용사,음식이 쉬어서 맛이나 냄새 따위가 조금 시다.,"준말 새치근-하다
참고 어휘 시척지근-하다"
24505,새청-맞다,형용사,목소리가 날카롭고 새되다.,
24517,새초롬-하다,형용사,조금 쌀쌀맞게 시치미를 떼는 태도가 있다.,
24568,새치름-하다,형용사,쌀쌀맞게 시치미를 떼는 태도가 있다.,참고 어휘 시치름-하다
24582,새침-스럽다,형용사,보기에 쌀쌀하게 시치미를 떼는 데가 있다.,
24584,새침-하다,형용사,쌀쌀맞게 시치미를 떼는 태도가 있다.,
24608,새콤달콤-하다,형용사,약간 신 맛이 나면서도 단맛이 나서 맛깔스럽다.,참고 어휘 새큼달큼-하다
24638,새큼달큼-하다,형용사,조금 신 맛이 나면서도 달착지근하다.,참고 어휘 새콤달콤-하다
24679,새퉁-맞다,형용사,조금 어처구니없이 새삼스럽다.,
24683,새퉁-빠지다,형용사,매우 어처구니없이 새삼스럽다.,
24684,새퉁-스럽다,형용사,어처구니없이 새삼스러운 데가 있다.,
24701,새틋-하다,형용사,새롭고 산뜻하다.,"비슷한말 새뜻-하다, 신선-하다(新鮮하다), 참신-하다(斬新하다/嶄新하다)"
24722,새-파랗다,형용사,매우 파랗다.,"비슷한말 파랗디-파랗다
참고 어휘 시-퍼렇다"
24730,새파르족족-하다,형용사,빛깔이 매우 칙칙하게 파르스름하다.,
24747,새포름-하다,형용사,산뜻하게 파르스름하다.,
24770,새-하얗다,형용사,매우 하얗다.,"비슷한말 하얗디-하얗다
반대말 새-까맣다
참고 어휘 시-허옇다"
25926,샐긋샐긋-하다,형용사,여럿이 다 한쪽으로 조금 배뚤어지거나 기울어져 있다.,
25929,샐긋-하다,형용사,물체가 한쪽으로 조금 배뚤어지거나 기울어져 있다.,
25937,샐기죽-하다,형용사,물체가 한쪽으로 약간 기울어지거나 배뚤어져 있다.,
26008,샐쭉샐쭉-하다,형용사,여럿이 다 마음에 차지 아니하여서 약간 고까워하는 데가 있다.,
26013,샐쭉-하다,형용사,마음에 차지 아니하여서 약간 고까워하는 데가 있다.,
26080,샘-바르다,형용사,샘이 심하다.,
26319,샛-노랗다,형용사,매우 노랗다.,참고 어휘 싯-누렇다
26337,샛-말갛다,형용사,매우 산뜻하게 맑다.,참고 어휘 싯-멀겋다
26570,생게망게-하다,형용사,하는 행동이나 말이 갑작스럽고 터무니없다.,
26772,생급-스럽다,형용사,하는 일이나 행동 따위가 뜻밖이고 갑작스럽다.,
26970,생동생동-하다,형용사,본디의 기운이 그대로 남아 있어 생생하다.,
27031,생뚱-같다,형용사,하는 행동이나 말이 상황에 맞지 아니하고 매우 엉뚱하다.,비슷한말 생뚱-맞다
27033,생뚱-맞다,형용사,하는 행동이나 말이 상황에 맞지 아니하고 매우 엉뚱하다.,비슷한말 생뚱-같다
27034,생뚱-스럽다,형용사,하는 행동이나 말이 상황에 맞지 아니하고 엉뚱한 데가 있다.,
27036,생뚱-하다,형용사,하는 행동이나 말이 상황에 맞지 아니하고 엉뚱하다.,
28543,생생-하다,형용사,시들거나 상하지 아니하고 생기가 있다.,참고 어휘 쌩쌩-하다
29540,생청-스럽다,형용사,생청붙이는 성질이 있다.,
30643,샤방샤방-하다,형용사,사람 또는 물건이 화사하고 예쁘다.,
30644,샤방-하다,형용사,사람 또는 물건이 화사하고 예쁜 느낌이 있다.,
31438,서그럽다,형용사,마음이 너그럽고 서글서글하다.,
31447,서근서근-하다,형용사,생김새나 성품이 상냥하고 시원스럽다.,참고 어휘 사근사근-하다
31456,서글서글-하다,형용사,생김새나 성품이 매우 상냥하고 너그럽다.,"비슷한말 어글어글-하다
참고 어휘 사글사글-하다"
31462,서글프다,형용사,쓸쓸하고 외로워 슬프다.,
31468,서글-하다,형용사,생김새나 성품이 다소 상냥하고 너그럽다.,
31574,서낙-하다,형용사,장난이 심하고 하는 짓이 극성맞다.,
31665,서느렇다,형용사,물체의 온도나 기온이 꽤 찬 듯하다.,"참고 어휘 사느랗다, 써느렇다"
31677,서늘-하다,형용사,물체의 온도나 기온이 꽤 찬 느낌이 있다.,"비슷한말 양-하다(涼하다)
참고 어휘 사늘-하다, 써늘-하다"
32028,서럽다,형용사,원통하고 슬프다.,비슷한말 섧다
32156,서름서름-하다,형용사,사이가 자연스럽지 못하고 매우 서먹서먹하다.,
32159,서름-하다,형용사,남과 가깝지 못하고 사이가 조금 서먹하다.,
32329,서머서머-하다,형용사,매우 미안하여 볼 낯이 없다.,
32346,서머-하다,형용사,미안하여 볼 낯이 없다.,
32354,서먹서먹-하다,형용사,낯이 설거나 친하지 아니하여 자꾸 어색하다.,
32355,서먹-스럽다,형용사,어떤 대상에 익숙하지 않아서 어색한 데가 있다.,
32358,서먹-하다,형용사,낯이 설거나 친하지 아니하여 어색하다.,
32708,서벅서벅-하다,형용사,가볍게 부스러질 만큼 무르고 부드럽다.,
32805,서부렁서부렁-하다,형용사,묶거나 쌓은 물건들이 다 버쩍버쩍 다가붙지 않고 조금 느슨하거나 틈이 벌어져 있다.,
32807,서부렁-하다,형용사,묶거나 쌓은 물건이 버쩍 다가붙지 않고 조금 느슨하거나 틈이 벌어져 있다.,"비슷한말 서분-하다
참고 어휘 사부랑-하다"
32877,서분서분-하다,형용사,성질이나 마음씨 따위가 매우 부드럽고 너그럽다.,참고 어휘 사분사분-하다
32878,서분-하다,형용사,묶거나 쌓은 물건이 꼭 붙지 않고 느슨한 데가 있다.,"비슷한말 서부렁-하다
참고 어휘 사분-하다"
32893,서붓서붓-하다,형용사,소리가 거의 나지 아니할 정도로 걸음걸이나 움직임이 거볍고 부드럽다.,
32895,서붓-하다,형용사,걸음걸이나 움직임이 소리가 거의 나지 아니할 정도로 거볍고 부드럽다.,참고 어휘 서풋-하다
33300,서뿐서뿐-하다,형용사,소리가 나지 아니할 정도로 걸음걸이가 거볍다.,
33302,서뿐-하다,형용사,소리가 나지 아니할 정도로 걸음걸이가 거볍다.,
33708,서슬-지다,형용사,쇠붙이로 만든 연장이나 유리 조각 따위의 부분이 날카롭게 되어 있다.,
33718,서슴-없다,형용사,말이나 행동에 망설임이나 거침이 없다.,
34131,서운-하다,형용사,마음에 모자라 아쉽거나 섭섭한 느낌이 있다.,
35216,서털구털-하다,형용사,말이나 행동이 침착하고 단정하지 못하며 어설프고 서투르다.,
35229,서투르다,형용사,일 따위에 익숙하지 못하여 다루기에 설다.,준말 서툴다
37546,선겁다,형용사,감동을 일으킬 만큼 훌륭하거나 굉장하다.,비슷한말 놀랍다
38290,선드러-지다,형용사,태도가 경쾌하고 맵시가 있다.,참고 어휘 산드러-지다
38304,선득선득-하다,형용사,갑자기 서늘한 느낌이 계속 있다.,
38308,선득-하다,형용사,갑자기 서늘한 느낌이 있다.,
38379,선뜻선뜻-하다,형용사,여럿이 다 또는 하나가 동작이 매우 빠르고 시원스럽다.,
38385,선뜻-하다,형용사,동작이 빠르고 시원스럽다.,
39724,선선-하다,형용사,시원한 느낌이 들 정도로 서늘하다.,참고 어휘 산산-하다
42133,선-하다,형용사,잊히지 않고 눈앞에 생생하게 보이는 듯하다.,비슷한말 암암-하다(暗暗하다)
42849,섣-부르다,형용사,솜씨가 설고 어설프다.,
42869,설-가다,형용사,광맥(鑛脈)이 단단하지 않고 금분(金分)이 적다.,
42912,설겅설겅-하다,형용사,설익은 곡식이나 열매 따위가 자꾸 씹히는 느낌이 있다.,
43259,설다,형용사,익숙하지 못하다.,
43306,설-되다,형용사,됨됨이나 행동이 어설프고 서투르다.,
43346,설뚱-하다,형용사,마음이나 분위기가 들뜨고 어수선하다.,
43386,설렁설렁-하다,형용사,서늘한 기운이 있어 매우 추운 듯하다.,
43396,설렁-하다,형용사,서늘한 기운이 있어 조금 추운 듯하다.,
43546,설멍-하다,형용사,아랫도리가 가늘고 어울리지 아니하게 길다.,참고 어휘 살망-하다
43557,설면설면-하다,형용사,사이가 정답지 아니하고 어색하다.,
43562,설면-하다,형용사,자주 만나지 못하여 낯이 좀 설다.,
43637,설미지근-하다,형용사,음식 따위가 충분히 익지 아니하고 미지근하다.,
43889,설설-하다,형용사,활달하고 시원시원하다.,
44468,설피다,형용사,짜거나 엮은 것이 거칠고 성기다.,참고 어휘 살피다
44488,설핏설핏-하다,형용사,짜거나 엮은 것이 여럿이 다 거칠고 성기다.,
44491,설핏-하다,형용사,사이가 촘촘하지 않고 듬성듬성하다.,참고 어휘 살핏-하다
44593,섧다,형용사,원통하고 슬프다.,비슷한말 서럽다
44770,섬뜩섬뜩-하다,형용사,갑자기 소름이 끼치도록 자꾸 무섭고 끔찍하다.,
44771,섬뜩-하다,형용사,갑자기 소름이 끼치도록 무섭고 끔찍하다.,
44953,섬서-하다,형용사,지내는 사이가 서먹서먹하다.,참고 어휘 삼사-하다
45357,섬쩍지근-하다,형용사,무섭고 꺼림칙한 느낌이 남아 있다.,
45366,섬찟섬찟-하다,형용사,갑자기 소름이 끼치도록 자꾸 무시무시하고 끔찍하다.,
45367,섬찟-하다,형용사,갑자기 소름이 끼치도록 무시무시하고 끔찍하다.,
45517,섭섭-하다,형용사,서운하고 아쉽다.,
45804,성가시다,형용사,자꾸 들볶거나 번거롭게 굴어 괴롭고 귀찮다.,비슷한말 번원-하다(煩冤하다)
46265,성글다,형용사,물건의 사이가 뜨다.,"비슷한말 성기다
반대말 배다"
46332,성기다,형용사,물건의 사이가 뜨다.,"비슷한말 성글다
반대말 배다
참고 어휘 상기다"
46372,성깃성깃-하다,형용사,여러 군데가 모두 사이나 간격이 꽤 뜬 듯하다.,
46373,성깃-하다,형용사,물건의 사이나 간격이 꽤 뜬 듯하다.,참고 어휘 상깃-하다
49006,성크름-하다,형용사,옷감의 발 따위가 가늘고 성글다.,참고 어휘 상크름-하다
49015,성큼-하다,형용사,키가 큰 사람의 아랫도리가 윗도리보다 어울리지 않게 길쭉하다.,참고 어휘 상큼-하다
49148,성-하다,형용사,물건이 본디 모습대로 멀쩡하다.,
,어휘,품사,뜻풀이,관련 어휘
222,밥맛-없다,형용사,아니꼽고 기가 차서 정이 떨어지거나 상대하기가 싫다.,
1247,방긋-하다,형용사,입이나 문 따위의 틈새가 약간 벌어져 있다.,
4399,방정-맞다,형용사,말이나 행동이 찬찬하지 못하고 몹시 까불어서 가볍고 점잖지 못하다.,
4402,방정-스럽다,형용사,말이나 행동이 찬찬하지 못하고 몹시 까불어서 가볍고 점잖지 못한 데가 있다.,
5830,밭다,형용사,시간이나 공간이 다붙어 몹시 가깝다.,
6251,배-고프다,형용사,배 속이 비어서 음식이 먹고 싶다.,반대말 배-부르다
6960,배다,형용사,물건의 사이가 비좁거나 촘촘하다.,"반대말 성글다, 성기다"
6970,배-다르다,형용사,형제자매의 아버지는 같으나 어머니가 다르다.,
7263,배딱배딱-하다,형용사,물체가 여럿이 다 배스듬하게 기울어져 있다.,
7266,배딱-하다,형용사,물체가 한쪽으로 배스듬하게 기울어져 있다.,
7293,배뚜름-하다,형용사,조금 배뚤다.,"참고 어휘 비뚜름-하다, 빼뚜름-하다"
7315,배뚤다,형용사,바르지 아니하고 한쪽으로 조금 기울어지거나 쏠린 상태에 있다.,"참고 어휘 비뚤다, 빼뚤다"
7322,배뚤배뚤-하다,형용사,물체가 곧지 못하고 요리조리 고부라져 있다.,
7506,배리다,형용사,"날콩이나 물고기, 동물의 피 따위에서 나는 맛이나 냄새와 조금 같은 데가 있다.",비슷한말 비리다
7514,배리배리-하다,형용사,배틀어질 정도로 야위고 연약하다.,
7536,배리짝-하다,형용사,냄새나 맛이 개운하지 못하고 조금 비린 듯하다.,참고 어휘 비리쩍-하다
7539,배리착지근-하다,형용사,냄새나 맛이 조금 배리다.,"준말 배리치근-하다
비슷한말 배착지근-하다, 배치근-하다
참고 어휘 비리척지근-하다"
7558,배릿배릿-하다,형용사,냄새나 맛이 매우 배린 듯하다.,
7561,배릿-하다,형용사,냄새나 맛이 조금 배린 듯하다.,참고 어휘 비릿-하다
7877,배-부르다,형용사,더 먹을 수 없이 양이 차다.,반대말 배-고프다
8121,배상-하다,형용사,좀스럽고 아니꼽다.,
8546,배스듬-하다,형용사,수평이나 수직이 되지 아니하고 한쪽으로 조금 기운 듯하다.,"준말 배듬-하다
참고 어휘 비스듬-하다"
8551,배스름-하다,형용사,거의 비슷한 듯하다.,참고 어휘 비스름-하다
8572,배슥-하다,형용사,한쪽으로 조금 기울어져 있다.,"참고 어휘 베슥-하다, 비슥-하다"
8587,배슷-하다,형용사,서 있거나 세워진 모습이 바르지 아니하고 한쪽으로 조금 기울어져 있다.,참고 어휘 비슷-하다
9347,배-젊다,형용사,나이가 아주 젊다.,
9429,배-좁다,형용사,자리가 매우 좁다.,참고 어휘 비-좁다
9449,배주룩배주룩-하다,형용사,‘배죽배죽하다’의 본말.,"준말 배죽배죽-하다
참고 어휘 배쭈룩배쭈룩-하다, 비주룩비주룩-하다, 빼주룩빼주룩-하다, 빼쭈룩빼쭈룩-하다"
9451,배주룩-하다,형용사,‘배죽하다’의 본말.,"준말 배죽-하다
참고 어휘 배쭈룩-하다, 비주룩-하다, 빼주룩-하다, 빼쭈룩-하다"
9465,배죽배죽-하다,형용사,여럿이 다 끝이 조금씩 내밀려 있다.,"본말 배주룩배주룩-하다
참고 어휘 배쭉배쭉-하다, 비죽비죽-하다, 빼죽빼죽-하다, 빼쭉빼쭉-하다"
9471,배죽-하다,형용사,물체의 끝이 조금 내밀려 있다.,"본말 배주룩-하다
참고 어휘 배쭉-하다, 비죽-하다, 빼죽-하다, 빼쭉-하다"
9612,배쭈룩배쭈룩-하다,형용사,‘배쭉배쭉하다’의 본말.,"준말 배쭉배쭉-하다
참고 어휘 배주룩배주룩-하다, 비주룩비주룩-하다, 빼주룩빼주룩-하다, 빼쭈룩빼쭈룩-하다"
9614,배쭈룩-하다,형용사,‘배쭉하다’의 본말.,"준말 배쭉-하다
참고 어휘 배주룩-하다, 비쭈룩-하다, 빼주룩-하다, 빼쭈룩-하다"
9674,배착지근-하다,형용사,냄새나 맛이 조금 배리다.,"비슷한말 배리착지근-하다, 배치근-하다
참고 어휘 비척지근-하다"
9991,배치근-하다,형용사,냄새나 맛이 조금 배리다.,"비슷한말 배리착지근-하다, 배착지근-하다
참고 어휘 비치근-하다"
13771,밴덕-맞다,형용사,요랬다조랬다 변하기를 잘하는 태도나 성질이 있다.,비슷한말 밴덕-스럽다
